,raw_affiliation,DOI
610,"forest science and technology centre of catalonia, ctfc, solsona, spain",1
611,"forest science and technology centre of catalonia [solsona, spain]",1
612,"forest science and technology centre of catalonia , solsona , spain",1
613,"forest science and technology centre of catalonia (ctfc). ctra. st. llorenç de morunys km 2, 25280, solsona (lleida), spain.",1
614,"forest science and technology centre of catalonia (ctfc). crta. sant llorenç de morunys, km2, 25280, solsona, lleida, spain",1
615,"forest science and technology centre of catalonia (ctfc), university of lleida, 25280 solsona, spain",1
616,"forest science and technology centre of catalonia (ctfc), st. llorenç de morunys, km. 2, solsona, 25280 lleida, spain",1
617,"forest science and technology centre of catalonia (ctfc), spain",1
618,"forest science and technology centre of catalonia (ctfc), solsona, 25280 spain",1
619,"forest science and technology centre of catalonia (ctfc), multifunctional forest management, solsona, spain",1
620,"forest science and technology centre of catalonia (ctfc), e25280 solsona, spain",1
621,"forest science and technology centre of catalonia (ctfc), ctra. st. llorenç de morunys, km. 2, 25280, solsona, spain",1
622,"forest science and technology centre of catalonia (ctfc), ctra. st. llorenç de morunys km 2, 25280 solsona, spain",1
623,"forest science and technology centre of catalonia (ctfc), ctra. st. llorenç de morunys km 2, 25280 solsona (lleida), spain",1
624,"forest science and technology centre of catalonia (ctfc), ctra. sant llorenç de morunys, km.2, 25280 solsona (lleida), spain",1
625,"forest science and technology centre of catalonia, crta. sant llorenç de morunys, km 2, 25280 solsona, lleida, spain",1
626,"biodiversity and animal conservation laboratory landscape dynamics and biodiversity program, forest science and technology centre of catalonia (ctfc), solsona, spain",1
627,"biodiversity and animal conservation lab. landscape dynamics and biodiversity programme. forest science and technology center of catalonia (ctfc), solsona, catalonia, spain.",1
628,"biodiversity and animal conservation lab, landscape dynamics and biodiversity programme, forest science and technology center of catalonia (ctfc), solsona, catalonia, spain",1
629,biodiversity research institute (university of oviedo—csic—principado de asturias) oviedo university  mieres spain,1
630,"biodiversity research institute (csic, oviedo university, principality of asturias), oviedo university, mieres, spain",1
631,"biodiversity research institute (csic – university of oviedo – principality of asturias), 33600 mieres, spain",1
632,"biodiversity monitoring group, department of biodiversity, ecology and evolution, complutense university of madrid, jose antonio novais, 12, madrid, 28040, spain.",1
633,"biorisc, st catharine's college, cambridge, uk",1
634,"biogeco - biodiversité, gènes & communautés (site de recherche forêt - bois de pierroton - 69, route d'arcachon f-33612 cestas cedex france - france)",1
635,"bibio – natural sciences museum of granollers, avinguda francesc macià 51 baixos, 08402, granollers, catalonia, spain",1
636,"bibio research group, natural sciences museum of granollers, granollers, spain",1
637,"bibio (biodiversity and bioindicators research group), natural sciences museum of granollers, 08402 granollers, catalonia, spain",1
638,"barcelona supercomputing center, barcelona, spain",1
639,"barcelona supercomputing center, 08034 barcelona, spain",1
640,"barcelona laboratory for urban environmental justice and sustainability, barcelona, spain",1
641,"forest sciences centre of catalonia (ctfc), agrotecnio mixed unit, carretera de sant llorenç de morunys, km 2, 25280 solsona, spain",1
642,forest sciences centre of catalonia  solsona spain,1
643,"forest sciences center of catalonia, spain",1
644,"forest sciences center of catalonia, ctfc, solsona, spain",1
645,"forest sciences center of catalonia (ctfc), solsona, spain",1
646,"forest sciences center of catalonia (ctfc), solsona, catalonia, spain",1
647,"forest sciences center of catalonia (ctfc), ctra. de st. llorenç de morunys km 2, 25280 solsona, catalonia, spain.",1
648,"forest sciences center of catalonia (ctfc), ctra. antiga st llorenc km 2, 25280, solsona, spain",1
649,"forest sciences center of catalonia (ctfc), crta. sant llorenç s/n, solsona, spain",1
650,"forest sciences center of catalonia (ctfc), carretera st. llorenç de morunys, km.2 solsona, catalonia e-25280, spain",1
651,forest sciences center of catalonia (ctfc) carretera st. llorenç de morunys  solsona spain,1
652,"forest science and technology centre of catalonia-ctfc, 25280 solsona, spain",1
653,"forest science and technology centre of catalonia, spain",1
654,"forest science and technology centre of catalonia, ctra. st. llorenç de morunys, 25280, solsona, spain",1
655,"forest science and technology centre of catalonia, ctra. sant llorenç de morunys km 2, e25280 solsona, spain",1
656,"forest science and technology centre of catalonia, ctra. sant llorenç de morunys km 2, 25280 solsona, spain",1
657,"games group, dept. hbj, etsea, university of lleida (udl), lleida, spain",1
658,"games group, dept. hbj, etsea, university of lleida (udl), av. alcalde rovira roure, 191, 25198, lleida, spain",1
659,"g forest biometrics and remote sensing laboratory (silva lab), school of forest, fisheries and geomatics sciences, university of florida, po box 110410, gainesville, fl 32611, usa.",1
660,fundación internacional para la restauración de ecosistemas (spain),1
661,"fundació plegadis. sant carles de la ràpita, tarragona, catalonia, spain",1
662,"fundació miquel agustí/escola superior d’agricultura de barcelona, universitat politècnica de catalunya (upc), 08201 sabadell, catalonia, spain",1
663,"fundació hospital clínic veterinari and department of animal medicine and surgery, universitat autònoma de barcelona (uab) campus, 08193 bellaterra, catalonia, spain",1
664,"forests conservation of sétif, directorate general of forests (dgf), cité ain tbinet, sétif 19000, algeria",1
665,"forestal catalana sa, reserva nacional de caça de l'alt pallars, generalitat de catalunya, carrer de la riba, 1, 25595 llavorsí, spain",1
666,"forest sciences and technology centre of catalonia, solsona, spain",1
667,"forest sciences and technology centre of catalonia (ctfc), ctra de st. llorenç de morunys, km 2, 25280 solsona, spain",1
668,"forest sciences and technology centre of catalonia (ctfc), carretera de sant llorenç¸ de morunys km 2, 25280 solsona, spain",1
669,"forest sciences and technology centre of catalonia (ctfc), 25280 solsona, catalonia, spain",1
670,"forest sciences centre of catalonia, solsona, spain",1
671,"forest sciences centre of catalonia, sant llorenç de morunys, 25280 solsona, spain",1
672,"forest sciences centre of catalonia consortium (ctfc), solsona, catalonia, spain",1
673,"geography department, autonomous university of barcelona, barcelona, spain",1
674,"geography department, autonomous university of barcelona (uab), b building, uab campus, 08193, bellaterra (cerdanyola del vallès), barcelona, spain",1
675,"geography department, autonomous university of barcelona (uab), b building, uab campus 08193, bellaterra, barcelona, spain",1
676,"geography department, autonomous university of barcelona (uab), b building, uab campus 08193, bellaterra (cerdanyola del vallès), barcelona, spain",1
677,"generalitat de catalunya, direcció general de polítiques ambientals i medi natural, barcelona, spain",1
678,"greco, institute of aquatic ecology, university of girona, girona, spain",1
679,"greco, institute of aquatic ecology, university of girona, 17003, girona, catalonia, spain",1
680,"greco, institut d'ecologia aquàtica, universitat de girona, girona, spain",1
681,"geot group, iuca, department of geography and territorial planning, university of zaragoza, zaragoza, spain",1
682,"geoforest-iuca, department of geography and land management, c/ pedro cerbuna 12, 50009 zaragoza, spain",1
683,"geoforest research group, university institute for research in environmental sciences of aragon (iuca), zaragoza, spain",1
684,"geoforest research group, university institute for environmental sciences, iuca, india",1
685,"geoforest research group, university institute for environmental sciences (iuca), zaragoza, spain",1
686,"geoforest research group, university institute for environmental sciences (iuca), 50001 zaragoza, spain",1
687,"geoforest group, university institute for research in environmental sciences of aragon (iuca), university of zaragoza, pedro cerbuna 12, 5009, zaragoza, spain.",1
688,"geoforest group, iuca, department of geography and territorial planning, university of zaragoza, zaragoza, spain",1
689,"group games, department of horticulture, botany and landscaping, school of agrifood and forestry science and engineering, university of lleida, avinguda alcalde rovira roure 191, 25198, lleida, spain",1
690,"group games, department hbj, school of agrifood and forestry science and engineering (etsea), university of lleida (udl), 25198 lleida, spain",1
691,"group games and department of horticulture, botany and landscaping, school of agrifood and forestry science and engineering, university of lleida, alcalde rovira roure 191, 25198 lleida, spain",1
692,"group games & dept hbj, etsea, universitat de lleida, 25198 lleida, spain",1
693,"group ecofun, forest sciences centre of catalonia (ctfc), ctra. sant llorenç de morunys, km 2, solsona 25280, spain",1
694,"global ecology unit, csic, bellaterra barcelona, spain.",1
695,"global ecology unit, creaf‐csic‐uab universitat autònoma de barcelona  bellaterra spain",1
696,"global ecology unit, creaf-csic, barcelona, spain.",1
697,"global ecology unit, creaf, cerdanyola del valles barcelona, spain.",1
698,"geoscience barcelona (geo3bcn-csic), 08028 barcelona, spain",1
699,"geography and environment division, loughborough university, loughborough, united kingdom",1
700,"geography department, universitat autònoma de barcelona, catalonia, spain",1
701,"geography department, universitat autònoma de barcelona, barcelona, spain",1
702,"geography department, universitat autònoma de barcelona, b building, uab campus, bellaterra (cerdanyola del vallès), barcelona, spain",1
703,"geography department, universitat autònoma de barcelona, b building, uab campus, bellaterra (cerdanyola del vallès), 08193 barcelona, spain",1
704,"geography department, b building, uab campus, autonomous university of barcelona (uab), bellaterra (cerdanyola del vallès), 08193 barcelona, spain",1
705,"icrea, pg. lluís companys 23, 08010 barcelona, spain",1
706,"icrea, institució catalana de recerca i estudis avançats, barcelona, spain",1
707,"icrea, e08010 barcelona, spain",1
708,"icrea, 08010, barcelona, spain",1
709,icrea pg. lluís companys 23 barcelona 08010 spain,1
710,icrea  pg. lluís companys 23 e08010 barcelona spain,1
711,icrea  barcelona 08010 spain,1
712,"ico, barceona, spain",1
713,hydrological processes area catalan institute for water research girona spain,1
714,"herbario, real jardín botánico (rjb)–csic, madrid, spain",1
715,"grupo de ecología y conservación de aves, museo nacional de ciencias naturales, csic, c/ josé gutiérrez abascal 2, 28006 madrid, spain.",1
716,"grupo sanidad y biotecnología (sabio), instituto de investigación en recursos cinegéticos (irec), uclm-csic-jccm, ciudad real, spain",1
717,"grupo ecología y medio ambiente, isfood institute, universidad pública de navarra, campus arrosadia, pamplona, spain",1
718,"grup de recolzament a actuacions forestals (graf), generalitat de catalunya, carretera de l'autònoma, s/n. 08290 cerdanyola del vallés, spain",1
719,grup de recerca en carnívors de catalunya (felis‐ichn) institució catalana d'història natural barcelona spain,1
720,"grup de biologia de la conservació (gbic), centre de ciència i tecnologia forestal de catalunya (ctfc)  solsona spain",1
721,"inforest jru (ctfc-creaf), crtra. sant llorenç de morunys, km 2, 25280 solsona, spain.",1
722,"icahn school of medicine at mount sinai, department of environmental medicine and public health, new york, ny, usa",1
723,"iberian society of ichthyology, department of environmental biology, university of navarra, c/irunlarrea 1, 31008 pamplona/iruña, spain",1
724,"iberian society of ichthyology, department of environmental biology, university of navarra, c/irunlarrea 1, 31008 pamplona, spain",1
725,"isglobal, barcelona, spain",1
726,"irta, catalan institute of agrifood research and technology, e-08140 caldes de montbui, barcelona, spain",1
727,"irta programa de sanitat animal, centre de recerca en sanitat animal (cresa), campus de la uab, 08193 bellaterra, catalonia, spain",1
728,"irec-uclm), ronda de toledo 12, 13005, ciudad real, spain",1
729,"ipe - csic - instituto pirenaico de ecologìa = pyrenean institute of ecology [zaragoza] (spanish national research council \r\navda. montañana, 1005. zaragoza 50059 - spain)",1
730,"insa‐ub, nutrition and food safety research institute university of barcelona  barcelona catalonia spain",1
731,"inrae, bordeaux sciences agro, umr ispa, villenave d'ornon 33140, france",1
732,inia‐cifor department of ecology and forest genetics ctra. coruña km 7.5 28040 madrid spain,1
733,"inia, forest research centre, ctra. de la coruña km 7,5, e-28040 madrid, spain",1
734,inia - instituto nacional de investigación y tecnología agraria y alimentaria = national institute for agricultural and food research and technology (instituto nacional de investigación y tecnología agraria y alimentaria\r\nmadrid - spain),1
735,indurot university of oviedo  campus de mieres mieres s/n 33600 spain,1
736,"ihcantabria, instituto de hidráulica ambiental universidad de cantabria  santander spain",1
737,"institut de ciència i tecnologia ambientals (icta-uab), universitat autònoma de barcelona, catalonia, spain",1
738,institut d'investigació biomèdica sant pau (iib sant pau)  barcelona spain,1
739,"institut d'estudis catalans (iec), 08001 barcelona, catalonia, spain",1
740,"institut cartogràfic i geològic de catalunya (icgc), 08038 barcelona, catalonia, spain",1
741,"institució catalana d’història natural (ichn), 08001 barcelona, catalonia, spain",1
742,"inforest joint research unit (ctfc-creaf), solsona, 25280 spain",1
743,"inforestjru (creaf-ctfc), solsona, spain",1
744,inforest jru (ctfc‐creaf) solsona 25280 spain,1
745,"inforest jru (ctfc-creaf), solsona, 25280 spain",1
746,"inforest jru (ctfc-creaf), ctra. st. llorenç de morunys km 2, 25280 solsona, spain",1
747,inforest jru (ctfc-creaf) solsona spain,1
748,"inforest joint research unit, (ctfc-creaf), 25280 solsona, spain",1
749,"inforest joint research unit (ctfc-creaf), es-25280 solsona, spain",1
750,inforest jru (ctfc‐creaf) carretera vella de sant llorenç de morunys km. 2 solsona 25280 spain,1
751,inforest jru (ctfc‐creaf)  carretera vella de sant llorenç de morunys km. 2 solsona 25280 spain,1
752,"inforest jru (ctfc-creaf), solsona, 25280, spain",1
753,"institute of bioeconomy of the national research council of italy (cnr-ibe), via madonna del piano 10, 50019 sesto fiorentino, italy",1
754,"institute of aquatic ecology, university of girona, girona, 17003, spain",1
755,"institute of agrifood research and technology (irta). torre marimon, 08140, caldes de montbui, barcelona, spain",1
756,"institute of agrifood research and technology (irta). torre marimon, 08140, caldes de montbui (barcelona), spain.",1
757,"institute of agrifood research and technology (irta), torre marimon, 08140, caldes de montbui, barcelona, spain",1
758,"institute for multidisciplinary research in applied biology imab, public university of navarre, pamplona, navarra, spain",1
759,"institute for game and wildlife research, irec (csic-uclm-jccm), ronda de toledo 12, e-13005 ciudad real, spain.",1
760,"institute for atmospheric and earth system research (inar), university of helsinki, 00014 helsinki, finland",1
761,"institute university of research in sciences environmental (iuca), university of zaragoza, spain",1
762,"institut d’ecologia aquàtica, universitat de girona (udg), 17003 girona, catalonia, spain",1
763,"institut de recerca i tecnologia agroalimentàries (irta) torre marimon, caldes de montbui, 08140 barcelona, spain",1
764,"institut de recerca de la biodiversitat (irbio), universitat de barcelona, facultat de biologia, avinguda diagonal 643, 08028 barcelona, catalonia, spain",1
765,"institut de recerca de la biodiversitat (irbio), universitat de barcelona (ub), avinguda diagonal 643, 08028 barcelona, spain",1
766,"institut de recerca educativa, universitat de girona (udg), 17004 girona, catalonia, spain",1
767,"institut de ciències del mar, csic, 08003 barcelona, catalonia, spain",1
768,"institut de ciències del mar (icm), csic  barcelona spain",1
769,"instituto pirenaico de ecología (ipe-csic), av. montañana 1005, e-50059 zaragoza, spain",1
770,"instituto pirenaico de ecología (ipe), csic, zaragoza, spain",1
771,instituto pirenaico de ecología (ipe) csic  zaragoza spain,1
772,"instituto pirenaico de ecología (csic), apdo. 202, 50192 zaragoza, spain",1
773,"instituto pirenaico de ecologia (ipe-csic, zaragoza, spain",1
774,"instituto pirenaico de ecologia (ipe-csic), zaragoza, spain",1
775,"instituto pirenaico de ecologia (ipe-csic), zaragoza, 50059, spain",1
776,instituto imdea nanociencia [madrid] (c/ faraday 9 ciudad universitaria de cantoblanco 28049 madrid - espagne),1
777,"instituto agroalimentario de aragón – ia2 (cita-universidad de zaragoza) , zaragoza , spain",1
778,"instituto agroalimentario de aragón - ia2 (cita-universidad de zaragoza), zaragoza, spain",1
779,"institute of forest science (icifor-inia, csic), crta. de la coruña, 28040 madrid, spain",1
780,"institute of environmental sciences and technology (cex2019-000940-m), z building, universitat autònoma de barcelona (uab), campus uab, bellaterra, 08193 barcelona, spain",1
781,"institute of environmental science and technology (icta), autonomous university of barcelona (uab), z building, icta-icp, carrer de les columnes, uab campus, 08193, bellaterra (cerdanyola del vallès), barcelona, spain",1
782,"institute of environmental assessment and water research, idaea-csic , barcelona 08034 , spain",1
783,institute of earth sciences “jaume almera” (csic)  barcelona spain,1
784,"institute of biomedical research (iib-sant pau), barcelona, spain",1
785,"instituto de investigación en recursos cinegéticos (irec) (csic-uclm-jccm), ronda de toledo 12, 13005 ciudad real, spain",1
786,instituto de investigación en recursos cinegéticos (csic‐uclm‐jccm) ciudad real spain,1
787,"instituto de investigación en recursos cinegéticos (csic-uclm-jccm), ciudad real, spain",1
788,"instituto de investigacion en recursos cinegéticos (irec) csic-uclm-jccm, ronda de toledo 12, 13005 ciudad real, spain",1
789,"instituto de economía, geografía y demografía (iegd), centro de ciencias humanas y sociales (cchs), consejo superior de investigaciones científicas (csic), albasanz 26-28, 28037 madrid, spain",1
790,"instituto universitario de investigación en gestión forestal sostenible, universidad de valladolid e inia, palencia, castilla y león, spain",1
791,"instituto universitario de gestión forestal sostenible (uva-inia), avda. madrid, palencia, spain",1
792,"instituto universitario de gesti on forestal sostenible, universidad de valladolid, avda. de madrid, 44, 34004 palencia, spain",1
793,"instituto pirenaico de ecología, consejo superior de investigaciones científicas (ipe–csic), zaragoza, spain",1
794,instituto pirenaico de ecología csic  zaragoza spain,1
795,instituto pirenaico de ecología (ipe‐csic) zaragoza spain,1
796,instituto pirenaico de ecología (ipe‐csic)  zaragoza spain,1
797,"instituto pirenaico de ecología (ipe-csic), spain",1
798,"instituto pirenaico de ecología (ipe-csic), saragossa, spain",1
799,"instituto pirenaico de ecología (ipe-csic), avda. montañana 1005, zaragoza e-50192, spain",1
800,"instituto pirenaico de ecología (ipe-csic), avda. montañana 10005, zaragoza 50009, spain",1
801,"iufor, sustainable forest management research institute, university of valladolid & inia, spain",1
802,"international centre for numerical methods in engineering (cimne-upc), 08860 castelldefels, catalonia, spain",1
803,"interdisciplinary laboratory of clinical analysis interlab-umu, regional campus of international excellence 'campus mare nostrum', university of murcia, campus de espinardo s/n, espinardo, 30100 murcia, spain",1
804,"integrative freshwater ecology group, centre d'estudis avançats de blanes, csic, 17300, blanes, catalonia, spain",1
805,"integrative crop ecophysiology group, plant physiology section, faculty of biology, university of barcelona, barcelona, e-08028 spain",1
806,"integrative crop ecophysiology group, plant physiology section, faculty of biology, university of barcelona, av. diagonal 643, 08028 barcelona, spain",1
807,"instituto de recursos naturales y agrobiología (irnas), consejo superior de investigaciones científicas (csic)  seville 41012 spain",1
808,"instituto de investigación en recursos cinegéticos, irec (csic-uclm-jccm), ronda de toledo 12, 13071 ciudad real, spain",1
809,instituto de investigación en recursos cinegéticos (irec-csic,1
810,"instituto de investigación en recursos cinegéticos (irec, csic-uclm-jccm), ronda de toledo 12, 13005, ciudad real, spain",1
811,"instituto de investigación en recursos cinegéticos (irec, csic-uclm-jccm), ronda de toledo 12, 13005 ciudad real, spain.",1
812,"instituto de investigación en recursos cinegéticos (irec), uclm-csic-jccm, 13071 ciudad real, spain",1
813,"instituto de investigación en recursos cinegéticos (irec), csic/uclm/jccm, 13005 ciudad real, catalonia, spain",1
814,"instituto de investigación en recursos cinegéticos (irec), csic-uclm-jccm, 13071 ciudad real, spain",1
815,"instituto de investigación en recursos cinegéticos (irec) csic-uclm-jccm, ronda de toledo 12, ciudad real 13005, spain",1
816,"instituto de investigación en recursos cinegéticos (irec) (csic-uclm-jccm), ronda de toledo 12, 13005, ciudad real, spain",1
817,"jru ctfc-agrotecnio, ctra. sant llorenç de morunys, km 2, 25280 solsona (lleida), spain",1
818,"biopolis program in genomics, portugal",1
819,"biopolis program in genomics, biodiversity and land planning, cibio, vairão, portugal",1
820,"biopolis program in genomics, biodiversity and land planning, cibio, campus de vairão, vairão, 4485-661, portugal",1
821,"biopolis program in genomics, biodiversity and land planning, cibio, campus de vairão, 4485-661 vairão, portugal",1
822,"biopolis program in genomics, biodiversity and land planning cibio‐inbio  vairão portugal",1
823,"biopolis program in genomics, biodiversity and land planning cibio, campus de vairão  vairão portugal",1
824,"biopolis program in genomics, biodiversity and land planning cibio  vairão portugal",1
825,"biopolis program in genomics, biodiversity and land planning cibio  campus de vairão vairão 4485‐661 14 portugal",1
826,"beta technological center, university of vic - central university of catalonia (uvic-ucc), vic, spain",1
827,"beta technological center, university of vic - central university of catalonia (uvic-ucc), vic, catalonia, spain",1
828,"beeca, department of evolutionary biology, ecology and environmental sciences, universitat de barcelona, barcelona, catalonia, 08028 spain",1
829,"bc3 - basque centre for climate change (parque científico de upv/ehu, barrio sarriena s/n, 48940, leioa, bizkaia - spain)",1
830,"babve, edifici c, universitat autònoma de barcelona, bellaterra 08193, spain",1
831,"babve, edifici c, universitat autònoma de barcelona, bellaterra, spain",1
832,"babve, edifici c, universitat autònoma de barcelona, 08193 bellaterra, spain",1
833,joint research unit ctfc – agrotecnio solsona 25280 spain,1
834,"joint research unit ctfc – agrotecnio - cerca, spain",1
835,"joint research unit ctfc – agrotecnio - cerca, ctra. sant llorenç de morunys, km 2, 25280 solsona, spain",1
836,"joint research unit ctfc – agrotecnio - cerca, av. alcalde rovira roure 191, e25198 lleida, spain",1
837,"joint research unit ctfc – agrotecnio - cerca , ctra de sant llorenç de morunys, km 2, e-25280 solsona, lleida , spain",1
838,joint research unit ctfc – agrotecnio  lleida spain,1
839,"joint research unit ctfc - agrotecnio, carretera de sant llorenç de morunys, solsona, spain",1
840,"joint research unit ctfc - agrotecnio, av. alcalde rovira roure 191, e-25198, lleida, spain",1
841,"joint research unit ctfc - agrotecnio, av. alcalde rovira roure 191, e-25198 lleida, spain",1
842,"joint research unit ctfc - agrotecnio - cerca, solsona, spain.",1
843,"joint research unit ctfc - agrotecnio - cerca, solsona, spain",1
844,"joint reseach unit ctfc—agrotecnio, lleida, spain",1
845,jru ctfc‐agrotecnio‐cerca centre lérida spain,1
846,"jru ctfc-agrotecnio-cerca, ctra. sant llorenç, km.2, solsona, lleida 25280 spain",1
847,"jru ctfc-agrotecnio-cerca, 25280 solsona, lleida, spain",1
848,"jru ctfc-agrotecnio-cerca center, lleida, 25198 spain",1
849,"joint research unit ctfc – agrotecnio, universitat de lleida, lleida 25198, spain.",1
850,"joint research unit ctfc – agrotecnio, ctra. de st. llorenç de morunys km 2, e-25280 solsona, spain",1
851,"joint research unit ctfc – agrotecnio, crta. de st. llorenç de morunys, km 2, e- 25280, solsona, spain",1
852,"joint research unit ctfc – agrotecnio, crta. de st. llorenç de morunys, km 2, e- 25280 solsona, spain",1
853,"joint research unit ctfc – agrotecnio, av. alcalde rovira roure 191, 25198 lleida, spain.",1
854,"joint research unit ctfc – agrotecnio – cerca, solsona, spain",1
855,"joint research unit ctfc – agrotecnio – cerca, ctra. sant llorenç de morunys km 2, 25280 solsona, spain",1
856,"joint research unit ctfc – agrotecnio – cerca, ctra. sant llorenç km. 2, 25280, solsona, spain",1
857,"joint research unit ctfc – agrotecnio – cerca, crta. de st. llorenç de morunys a port del comte, km 2, e-25280 solsona, spain",1
858,"joint research unit ctfc – agrotecnio – cerca, crta. de st. llorenç de morunys a port del comte, km 2, 25280, solsona, spain",1
859,"joint research unit ctfc – agrotecnio – cerca, av. alcalde rovira roure 191, lleida 25198, spain",1
860,"joint research unit ctfc – agrotecnio – cerca, av. alcalde rovira roure 191, e-25198 lleida",1
861,"joint research unit ctfc – agrotecnio – cerca center, av. rovira roure 191, 25198 lleida, spain",1
862,joint research unit ctfc – agrotecnio – cerca  solsona spain,1
863,joint research unit ctfc – agrotecnio ‐ cerca solsona spain,1
864,joint research unit ctfc – agrotecnio ‐ cerca  solsona spain,1
865,"joint research unit ctfc-agrotecnio, universitat de lleida, lleida, spain",1
866,"joint research unit ctfc-agrotecnio, solsona, spain",1
867,"joint research unit ctfc-agrotecnio, solsona, lleida, spain",1
868,"joint research unit ctfc-agrotecnio, forest science and technology centre of catalonia, ctra. sant llorenç de morunys km 2, 25280 solsona, spain",1
869,"joint research unit ctfc-agrotecnio, ctra sant llorenç de morunys, km.2, 25280, solsona, lleida, spain",1
870,"joint research unit ctfc-agrotecnio, ctra sant llorenç de morunys, km 2, 25280 solsona, spain",1
871,"joint research unit ctfc-agrotecnio, alcalde rovira roure 191, lleida, 25198 spain",1
872,"joint research unit ctfc, agrotecnio, cerca, ctra. sant llorenç de morunys km 2, solsona 25280, spain",1
873,"joint research unit ctfc – agrotecnio, lleida, spain",1
874,"joint research unit ctfc – agrotecnio, 25198 lleida, spain",1
875,"joint research unit ctfc – agrotecnio – cerca, solsona, spain",1
876,joint research unit ctfc – agrotecnio‐cerca lleida spain,1
877,"joint research unit ctfc – agrotecnio. carretera de sant llorenç de morunys, km 2, 25280 solsona, spain",1
878,"joint research unit ctfc – agrotecnio-cerca, av. alcalde rovira roure 191, e25198, lleida, spain",1
879,"joint research unit ctfc – agrotecnio-cerca, av. alcalde rovira roure 191, 25198, lleida, spain",1
880,"joint research unit ctfc – agrotecnio-cerca , lleida 25198 , spain",1
881,"joint research unit ctfc-agrotecnio-cerca, lleida, spain",1
882,"joint research unit ctfc-agrotecnio-cerca, department of agricultural and forest sciences and engineering, university of lleida, av. alcalde rovira roure 191, 25198, lleida, spain",1
883,"joint research unit ctfc-agrotecnio-cerca, ctra. sant llorenç de morunys, km 2, 25280 solsona, spain",1
884,"joint research unit ctfc-agrotecnio-cerca, ctra. sant llorenç de morunys km 2, 25280 solsona, spain",1
885,"joint research unit ctfc-agrotecnio-cerca, ctra de st. llorenç de morunys, km 2, 25280 solsona, lleida, spain",1
886,"joint research unit ctfc-agrotecnio-cerca, av. rovira roure, 191, 25198, lleida, spain",1
887,"joint research unit ctfc-agrotecnio-cerca, av. rovira roure, 191, 25198 lleida, spain",1
888,"joint research unit ctfc-agrotecnio-cerca, av. alcalde rovira roure 191, lleida, spain",1
889,"joint research unit ctfc-agrotecnio-cerca, av. alcalde rovira roure 191, e-25198, lleida, spain",1
890,"joint research unit ctfc-agrotecnio-cerca, av. alcalde rovira roure 191, e-25198 lleida, spain; department of crop and forest sciences, university of lleida, av. alcalde rovira roure 191, e-25198 lleida, spain; forest science and technology centre of catalonia (ctfc), ctra de sant llorenç de morunys, km 2, e-25280 solsona, lleida, spain; corresponding author.",1
891,"joint research unit ctfc-agrotecnio-cerca, av. alcalde rovira roure 191, e-25198 lleida, spain; department of crop and forest sciences, university of lleida, av. alcalde rovira roure 191, e-25198 lleida, spain",1
892,"joint research unit ctfc-agrotecnio-cerca, av. alcalde rovira roure 191, e-25198 lleida, spain",1
893,"joint research unit ctfc-agrotecnio-cerca centre, lleida, spain",1
894,"joint research unit ctfc-agrotecnio-cerca centre, 25198 lleida, spain",1
895,"joint research unit ctfc-agrotecnio-cerca center, lleida, spain",1
896,"joint research unit ctfc-agrotecnio-cerca center, av. rovira roure 191, 25198, lleida, spain",1
897,"joint research unit ctfc–agrotecnio–cerc, solsona, spain",1
898,"joint research unit ctfc–agrotecnio, e-25198 lleida, spain",1
899,"joint research unit ctfc–agrotecnio, crta. de st. llorenç de morunys, km 2, 25280, solsona, spain",1
900,joint research unit ctfc‐agrotecnio  lleida spain,1
901,"joint research unit ctfc-agrotecnio-cerca, ctra. sant llorenç km.2, 25280, solsona, catalonia, spain",1
902,"joint research unit ctfc-agrotecnio-cerca, solsona, catalonia, spain",1
903,"joint research unit ctfc-agrotecnio-cerca, ctra. sant llorenç, km.2, solsona, 25280, spain",1
904,"joint research unit ctfc-agrotecnio-cerca, ctra. sant llorenç km.2, e25280 solsona, spain",1
905,"joint research unit ctfc-agrotecnio, solsona, spain",1
906,"joint research unit ctfc-agrotecnio, ctra. sant llorenç de morunys, km 2, 25280 solsona, lleida, spain",1
907,"joint research unit ctfc-agrotecnio, ctra. sant llorenç km.2 25280, solsona, spain",1
908,"joint research unit ctfc-agrotecnio, ctra, sant llorenç de morunys, km 2, 25280 solsona, lleida, spain",1
909,"joint research unit ctfc-agrotecnio, avda. rovira roure, 191, 25198 lleida, spain",1
910,"joint research unit ctfc-agrotecnio-cerca, university of lleida, avgda, rovira roure, 191, 25198 lleida, spain",1
911,"joint research unit ctfc-agrotecnio-cerca, solsona, lleida, catalonia, spain",1
912,"joint research unit ctfc-agrotecnio-cerca, solsona, catalonia, spain",1
913,"joint research unit ctfc—agrotecnio—cerca, av. alcalde rovira roure 191, e-25198 lleida, spain",1
914,"joint research unit ctfc—agrotecnio—cerca, 25198 solsona, spain",1
915,joint research unit ctfc—agrotecnio—cerca solsona spain,1
916,joint research unit ctfc—agrotecnio—cerca  lleida spain,1
917,"joint research unit ctfc–agrotecnio, 25198, lleida, spain",1
918,"joint research unit ctfc–agrotecnio, 25198 lleida, spain",1
919,"joint research unit ctfc–agrotecnio–cerca, university of lleida, av. alcalde rovira roure 191, e-25198 lleida, spain",1
920,"joint research unit ctfc–agrotecnio–cerca, ctra. sant llorenç de morunys km 2, 25280 solsona, spain",1
