raw_affiliation,DOI
"Sustainable Process Technology Group, Process and Catalysis Cluster, Faculty of Science and Technology, University of Twente, Drienerlolaan 5, 7522 NB Enschede, The Netherlands",3
"Laboratory of Separation and Reaction Engineering – Laboratory of Catalysis and Materials (LSRE-LCM), Department of Chemical Engineering, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, 4200-465 Porto, Portugal",3
"Department of Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629 HZ, Delft, The Netherlands",3
"Department of Biotechnology, Delft University of Technology, Delft, Netherlands",3
"Department of Chemical and Environmental Engineering, Yale University, USA",3
"Wageningen University, Plant Sciences, Laboratory of Nematology, Droevendaalsesteeg 1, 6708 PB Wageningen, The Netherlands",3
"Environmental Technology, Wageningen University, P.O. Box 17, Bornse Weilanden 9, 6708 WG, the Netherlands",3
"Environmental Technology, Wageningen University, P.O. Box 17, 6700AA Wageningen, the Netherlands",3
"Science and Technology Department, University of Twente, Drienerlolaan 5, 7522 NB Enschede, The Netherlands",3
"Wetsus, European Centre of Excellence for Sustainable Water Technology, P.O. Box 1113, 8900 CC Leeuwarden, Netherlands",3
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911, MA, Leeuwarden, the Netherlands.",3
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, P.O. Box 1113, 8900 CC Leeuwarden, The Netherlands",3
"Environmental Technology, Wageningen University & Research, P.O. Box 8129, 6700 EV, Wageningen, the Netherlands",3
"KWR Water Research Institute, Groningenhaven 7, 3433PE Nieuwegein, the Netherlands",3
"KWR Water Research, Groningenhaven 7, Nieuwegein 3433 PE, The Netherlands",3
"KWR Watercycle Research Institute, P.O. Box 1072, 3433 PE Nieuwegein, the Netherlands",3
"Sustainable Process Technology, Faculty of Science and Technology, University of Twente, Postbus 217, 7500 AE Enschede, the Netherlands",3
"Engineering and Technology Institute Groningen, University of Groningen, Groningen, Netherlands",3
"Environmental Technology, Wageningen University & Research, 47, 6700 AA Wageningen, the Netherlands",3
"Wetsus, Centre of Excellence for Sustainable Water Technology, P.O. Box 1113, 8900CC Leeuwarden, the Netherlands",3
"Wetsus, European Center of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911MA Leeuwarden, the Netherlands",3
"Dept. Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629, HZ, Delft, the Netherlands",3
"Diagnostic and Research Center for Molecular BioMedicine, Medical University of Graz, Graz, Austria",3
"Diagnostic and Research Institute of Hygiene, Microbiology and Environmental Medicine, Diagnostic and Research Center for Molecular Biomedicine, Medical University of Graz, 8010 Graz, Austria",3
"KWR Watercycle Research Institute, the Netherlands",3
These authors contributed equally to this work.,3
"Sustainable Process Technology, Faculty of Science and Technology, University of Twente, Postbus 217, Enschede7500 AE, The Netherlands",3
"Environmental Technology, Wageningen University & Research, Bornse Weilanden 9, 6708 WG Wageningen, the Netherlands",3
"Environmental Technology, Wageningen University & Research, Bornse Weilanden 9, 6708 WG, Wageningen, the Netherlands",3
"School of Pharmaceutical Sciences and Technology, Tianjin University, Tianjin, 300072 P. R. China",3
"Environmental Technology, Wageningen University and Research, Bornse Weilanden 9, 6708 WG Wageningen, the Netherlands",3
"Laboratory of Microbiology, Wageningen University & Research, Stippeneng 4 6708WE Wageningen, the Netherlands",3
"Environmental Technology, Wageningen University, Bornse Weilanden 9, 6708, WG, Wageningen, the Netherlands",3
"Environmental Technology, Wageningen University, Wageningen, The Netherlands",3
"Wetsus European Center of Excellence for Sustainable Water Technology, 8911 MA Leeuwarden, the Netherlands",3
"Facultad del Mar y Medio Ambiente, Universidad del Pacifico, Ecuador",3
"Faculty of Mechanical Engineering, Technion–Israel Institute of Technology, Haifa 3200003, Israel;",3
"Faculty of Geosciences, Department of Earth Sciences, Utrecht University, 3584 CB Utrecht, the Netherlands",3
"Environmental Technology, Wageningen University, P.O. Box 17, 6700 AA Wageningen, Netherlands",3
"Environmental Technology, Wageningen University, P.O. Box 17, 6700 AA, Wageningen, Netherlands",3
Institute of Environmental Systems Research Osnabrück University  Osnabrück Germany,3
"Wageningen University, Sub-Department of Environmental Technology, P.O. Box 8129, 6700 EV Wageningen, the Netherlands",3
"Wageningen University, Plant Sciences, Laboratory of Nematology, Droevendaalsesteeg 1, 6708 PB Wageningen, The Netherlands.",3
"Environmental Technology, Wageningen University, Bornse Weilanden 9, P.O. Box 17, 6700, AA, Wageningen, The Netherlands",3
"Environmental Technology, Wageningen University, Bornse Weilanden 9, 6708WG Wageningen, The Netherlands",3
"Institute of Environmental Systems Research, Osnabrück University, Barbarastraße 12, D-49076, Osnabrück, Germany",3
"Institute of Environmental Systems Research, University of Osnabrück, Barbarastr. 12, 49076, Osnabrück, Germany",3
"Facultad del Mar y Medio Ambiente, Universidad Del Pacifico, Ecuador",3
"Wetsus European Center of Excellence for Sustainable Water Technology, 8911MA Leeuwarden, The Netherlands",3
"Wetsus European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, Leeuwarden, 8911 MA, NETHERLANDS",3
"Wetsus, European Centre of Excellence for Sustainable Water Technology, P.O. Box 1113, 8900CC Leeuwarden, the Netherlands",3
"Centre for Organismal Studies (COS), Heidelberg University, Im Neuenheimer Feld 230, 69120 Heidelberg, Germany",3
"School of Environmental Science and Engineering, Southern University of Science and Technology (SUSTech), 518055 Shenzhen, China",3
"Institute for Water &amp; Wetland Research, Department of Environmental Science Radboud University Nijmegen Nijmegen The Netherlands",3
"Institute for Risk Assessment Sciences, Utrecht University, Yalelaan 2, 3584, CM, Utrecht, the Netherlands",3
"Optical Sciences Group, Faculty of Science and Technology (TNW), University of Twente, 7522 NB Enschede, The Netherlands",3
Copernicus Institute of Sustainable Development Utrecht University  Utrecht The Netherlands,3
"Department of Bacteriology and Epidemiology, Wageningen Bioveterinary Research, Lelystad, Netherlands",3
"Food Process Engineering, Wageningen University, Bornse Weilanden 9, 6708 WG Wageningen, the Netherlands",3
"Fibre and Particle Engineering Research Unit, University of Oulu, P.O. Box 4300, 90014 Oulu, Finland.",3
"Aquatic Ecology & Water Quality Management Group, Department of Environmental Sciences, Wageningen University, P.O. Box 47, 6700 AA, Wageningen, The Netherlands",3
"Food Process Engineering, Wageningen University, Bornse Weilanden 9, 6708,WG, Wageningen, the Netherlands",3
"Food Process Engineering, Wageningen University, Bornse Weilanden 9, 6708 WG, Wageningen, the Netherlands",3
"ALiCE - Associate Laboratory in Chemical Engineering, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, 4200-465 Porto, Portugal",3
"Wetsus, European centre of excellence for sustainable water technology, P.O. Box 1113, 8900 CC Leeuwarden, The Netherlands",2
"Wetsus, European Centre of excellence for sustainable water technology, Oostergoweg 9, 8911 MA Leeuwarden, The Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water\nTechnology, 8911 MA Leeuwarden, the Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, Leeuwarden 8911 MA, the Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, The Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, PO Box 1113, Leeuwarden 8900 CC, The Netherlands",2
"Physical Chemistry and Soft Matter, Wageningen University, Stippeneng 4, WE, Wageningen 6708, the Netherland",2
"Physical Chemistry and Soft Matter, Wageningen University and Research, P.O. Box 8038, 6700 Wageningen, Netherlands",2
"Physical Chemistry and Soft Matter, Wageningen University & Research, P.O. Box 8038, 6700 EK, Wageningen, the Netherlands",2
"Centre for Australian National Biodiversity Research, Australian National Herbarium, Clunies Ross St, Acton, ACT 2601, Australia",2
"Centre for Advanced Process Technology for Urban Resource Recovery (CAPTURE), P.O., Frieda Saeysstraat 1, B-9000 Gent, Belgium",2
"Paqell B.V., Reactorweg 301, 3542 AD Utrecht, Netherlands",2
"Paqell B.V, Reactorweg 301, 3542 CE Utrecht, the Netherlands",2
"Orthopaedic-BioMechanics Research Group, Department of Mechanical Engineering, University of Birjand, Birjand, Iran",2
"Optical Sciences Group, Faculty of Science and Technology (TNW), University of Twente, Drienerlolaan 5, 7522 NB Enschede, The Netherlands",2
"Process and Energy Laboratory, Delft University of Technology 1 , Leeghwaterstraat 39, 2628 CB Delft,",2
"Plant Sciences, Laboratory of Nematology, Wageningen University, Droevendaalsesteeg 1, 6708 PB, Wageningen, The Netherlands",2
"Fundamental Aspects Mat & Energy Group, Delft University of Technology, Mekelweg 15, 2629 JB Delft, The Netherlands",2
"Fundamental Aspects Mat & Energy Group, Delft University of Technology, Mekelweg 15, 2629 JB Delft, Netherlands",2
"FrieslandCampina, Stationsplein 4, 3818,LE,Amersfoort, the Netherlands",2
"Institute for Risk Assessment Sciences, Utrecht University, 3508 TD Utrecht, The Netherlands",2
"Institut für Energie- und Umwelttechnik e. V. (IUTA, Institute of Energy and Environmental Technology), Bliersheimer Str. 58-60, 47229 Duisburg, Germany",2
"Institut für Angewandte Physik und Messtechnik, Universität der Bundeswehr München, Werner-Heisenberg-Weg 39, 85577 Neubiberg, Germany",2
"IHE Delft Institute for Water Education, Delft, The Netherlands",2
"Heinz Maier-Leibnitz Zentrum (MLZ), Technische Universität München, Lichtenbergstr. 1, 85748 Garching, Germany and Physik-Department E21, Technische Universität München, James-Franck-Str. 1, 85748 Garching, Germany",2
"Water Technology Research Group, NHL Stenden University of Applied Sciences, Leeuwarden, the Netherlands",2
"FrieslandCampina, Stationsplein 4, 3818 LE Amersfoort, The Netherlands",2
"Faculty of Science and Technology, Membrane Science and Technology, University of Twente, Drienerlolaan 5, 7522 NB Enschede, the Netherlands",2
"Graduate Institute of Environmental Engineering, National Taiwan University, No.1, Sec. 4. Roosevelt Rd., Taipei 10617, Taiwan",2
"Graduate Institute of Environmental Engineering, National Taiwan University No.1, Sec. 4. Roosevelt Rd., Taipei 10617, Taiwan",2
"Water Technology Research Group, NHL Stenden University of Applied Sciences",2
"Water Research Institute, CNR, Area di Ricerca RM1-Montelibretti, Via Salaria km 29.300, 00015 Monterotondo (Roma), Italy",2
"Water Desalination and Reuse Center, Biological and Environmental Science and Engineering division, King Abdullah University of Science and Technology, Saudi Arabia",2
"Institute of Computational Modeling SB RAS, Akademgorodok 50-44, 660036, Krasnoyarsk, Russia",2
"Institute of Botany, Slovak Academy of Sciences, Plant Science and Biodiversity Centre, Dúbravská cesta 9, 845 23 Bratislava, Slovakia",2
"Institute of Biology, Leiden University, P.O. Box 9505, 2300 RA Leiden, The Netherlands",2
"Institute of Biology, Aboveground Belowground Interactions Group, Leiden University, P.O. Box 9505, 2300, RA, Leiden, the Netherlands",2
"Institute of Biology, Aboveground Belowground Interactions Group, Leiden University, P.O. Box 9505, 2300 RA, Leiden, the Netherlands",2
"Institute of Biology Leiden, Plant Sciences, Leiden University, Sylviusweg 72, 2333 BE Leiden, the Netherlands",2
"Wetsus – European Centre of Excellence for Sustainable Water Technology, P.O. Box 1113, 8911 CC Leeuwarden, Netherlands",2
"Wetsus – European Centre of Excellence for Sustainable Water Technology, Leeuwarden, the Netherlands",2
"Wetsus – European Centre of Excellence for Sustainable Water Technology, Leeuwarden, Netherlands",2
"Wetsus European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MA Leeuwarden, The Netherlands",2
Wetsus European Centre of Excellence for Sustainable Water Technology Leeuwarden The Netherlands,2
Wetsus European Centre of Excellence for Sustainable Water Technology  Leeuwarden The Netherlands,2
"FrieslandCampina, Stationsplein 4, 3818 LE, Amersfoort, the Netherlands",2
"FrieslandCampina, Stationsplein 4, 3818 LE Amersfoort, the Netherlands",2
"Faculty of Applied Sciences, Department of Chemical Engineering, Delft University of Technology, Delft, Netherlands",2
"Faculty of Applied Sciences, Department of Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629 HZ Delft, The Netherlands",2
"Faculty of Applied Sciences, Delft University of Technology, Delft, The Netherlands",2
"Evides Water Company, Schaardijk 150, 3063 NH Rotterdam, The Netherlands",2
"Evides Water Company, P.O. Box 4472, Rotterdam 3006 AL, the Netherlands",2
"Institute of Risk Assessment Sciences, IRAS within the faculties of Veterinary Medicine, Medicine and Sciences of Utrecht University, The Netherlands",2
"Institute of Hydraulics and Rural Water Management, University of Natural Resources and Life Sciences, Vienna, Austria",2
"Institute of Environmental Sciences (CML), Leiden University, PO Box 9518, 2300 RA Leiden, The Netherlands",2
"Institute of Computational Modelling SB RAS, Akademgorodok 50, 660036 Krasnoyarsk, Russia",2
"Water Desalination and Reuse Center, BESE Division, King Abdullah University of Science and Technology, Saudi Arabia",2
"Environmental Technology, Wageningen University, Bornse Weilanden 9, P.O. Box 17 6700 AA, Wageningen, The Netherlands",2
"Environmental Technology, Wageningen University, Bornse Weilanden 9, 6708WG Wageningen, the Netherlands",2
"Environmental Technology, Wageningen University, Bornse Weilanden 9 6708 WG Wageningen P.O. Box 17, 6700 AA, Wageningen, the Netherlands",2
"European Centre of Excellence for Sustainable Water Technology (Wetsus), the Netherlands",2
"Environmental Technology, Wageningen University, The Netherlands",2
"Wageningen University, Department of Animal Sciences, Marine Animal Ecology Group, De Elst 1, 6708 WD Wageningen, The Netherlands",2
"KWR Watercycle Research Institute, 3430 BB, Nieuwegein, The Netherlands",2
"KWR Water Cycle Research Institute, Groningenhaven 7, 3433 PE Nieuwegein, the Netherlands",2
"Instituto de la Grasa. Consejo Superior de Investigaciones Científicas. Campus Universitario Pablo de Olavide– Ed. 46, Ctra. de Utrera, km. 1, Seville 41013, Spain",2
"Instituto de la Grasa. Consejo Superior de Investigaciones Científicas, Campus Universitario Pablo de Olavide- Ed. 46, Ctra. de Utrera, km. 1, Seville 41013, Spain.",2
"Instituto Universitario de Investigación CIRCE, Fundación CIRCE, Universidad de Zaragoza, 50009, Zaragoza, Spain",2
"Institute of Soil Physics and Rural Water Management, University of Natural Resources and Life Sciences, Vienna, Austria",2
"University of Twente,Optical Sciences group,Enschede,Overijssel,The Netherlands",2
"Center for Microbial Ecology and Technology (CMET), Ghent University, Belgium",2
"Center for Energy Resources Engineering (CERE), Department of Chemical and Biochemical Engineering, Technical University of Denmark, Søltofts Plads Building 228A, Kongens Lyngby, 2800, Denmark",2
"Catalan Institution for Research and Advanced Studies (ICREA), Passeig Lluís Companys 23, 08010 Barcelona, Spain",2
"Catalan Institution for Research and Advanced Studies (ICREA), 08100 Barcelona, Spain",2
"Catalan Institute for Water Research (ICRA), 17003 Girona, Spain",2
"College of Medicine, University of Arizona , Phoenix, Arizona, USA",2
"College of Environmental Science and Engineering, Hunan University, Changsha 410082, China",2
"Civil Engineering, University of British Columbia, Vancouver, British Columbia, Canada",2
"Certe Medische Microbiologie Friesland, 8900, JA, Leeuwarden, the Netherlands.",2
"Centre of Biological Engineering, University of Minho, Campus de Gualtar, 4710-057, Braga, Portugal",2
"Engineering and Technology Institute Groningen (ENTEG), University of Groningen, Nijenborgh 4, Groningen, the Netherlands",2
"Environmental Technology, Wageningen University, 6708 WG Wageningen, The Netherlands;",2
"Environmental Technology, Wageningen University and Research, Bornse Weilanden 9, 6708, WG, Wageningen, the Netherlands",2
"Environmental Technology, Wageningen University and Research, Bornse Weilanden 118, 6708 PD Wageningen, the Netherlands",2
"University of Twente, Membrane Science and Technology, P.O. Box 217, 7500 AE Enschede, the Netherlands",2
"University of Twente, Enschede, Overijssel, The Netherlands",2
"University of Groningen, Groningen, The Netherlands",2
"Korea Environment Institute, 370 Sicheong-daero, Sejong 30147, Republic of Korea",2
"The Weather Makers B.V., Burgemeester Loeffplein, 'S-Hertogenbosch, the Netherlands",2
"Wetsus, Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, PO Box 1113, 8900 CC, Leeuwarden, The Netherlands",2
"Wetsus, Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, P.O. Box 1113, 8900 CC Leeuwarden, the Netherlands",2
"Environmental Technology, Wageningen University & Research, Droevendaalsesteeg 4, 6708 PB Wageningen, The Netherlands",2
"Engineering and Technology Institute Groningen (ENTEG), University of Groningen, Nijenborgh 4, Groningen, The Netherlands",2
"Diagnostic and Research Institute of Hygiene, Microbiology and Environmental Medicine, Medical University of Graz, Neue Stiftingtalstraße 2, 8010, Graz, Austria",2
"Dept. of Translational Neurosciences, University Medical Centre Utrecht, Utrecht, the Netherlands",2
"Dept. of Marine Sciences and Applied Biology, University of Alicante, Alicante, Spain",2
"Wetsus, European Center of Excellence for Sustainable Water Technology, Oostergoweg 9, MA, Leeuwarden 8911, the Netherland",2
"Wetsus, European Center of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MA Leeuwarden, The Netherlands",2
"TNW Applied Sciences, TU Delft, Van der Maasweg 9, 2629 HZ Delft, The Netherlands",2
"Sustainable Process Technology, Faculty of Science and Technology, University of Twente, PO Box 217, Enschede 7500 AE, The Netherlands",2
"Sustainable Process Technology Group, Process and Catalysis Engineering Cluster, Faculty of Science and Technology, University of Twente, Drienerlolaan 5, 7522 NB Enschede, the Netherlands",2
"Laboratory of Organic Chemistry, Wageningen University, Stippeneng 4, Wageningen 6708 WE, the Netherlands",2
"Laboratory of Microbiology, Wageningen University and Research, Wageningen, the Netherlands",2
"Wetsus, European Centre Of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MA, Leeuwarden, Netherlands",2
"Wetsus, European Centre Of Excellence for Sustainable Water Technology, Oostergoweg 7, 8911, MA, Leeuwarden, the Netherlands",2
"Wetsus, European Centre Of Excellence for Sustainable Water Technology, Oostergoweg 7, 8911 MA, Leeuwarden, the Netherlands",2
"Dept. Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629 HZ Delft, The Netherlands",2
"Dept. Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629 HZ Delft, Netherlands",2
"Department of Water Technology and Environmental Engineering, University of Chemistry and Technology Prague, Technicka 5, 166 28 Prague, Czech Republic",2
Department of Water Management Faculty of Civil Engineering and Geosciences Delft University of Technology Delft The Netherlands,2
"Department of Soil Science, Luiz de Queiroz College of Agriculture, University of São Paulo, Av. Pádua Dias 11, Piracicaba, SP, 13418-260, Brazil",2
"Department of Radiation Science and Technology, Delft University of Technology, Mekelweg 15, 2629, JB, Delft, the Netherlands.",2
"Department of Process Engineering and Technology of Polymeric and Carbon Materials, Wroclaw University of Science and Technology, Wyb. Wyspianskiego 27, Wroclaw 50-370, Poland",2
"Department of Process Engineering and Technology of Polymeric and Carbon Materials, Wroclaw University of Science and Technology, Wyb. Wyspianskiego 27, 50-370 Wroclaw, Poland",2
"Department of Process Engineering and Technology of Polymer and Carbon Materials, Wroclaw University of Science and Technology, Wyb. St. Wyspiańskiego 27, 50-370 Wrocław, Poland",2
"Department of Microbial Ecology, Netherlands Institute of Ecology (NIOO-KNAW), PO Box 50, 6700AB, Wageningen, The Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technologies, Leeuwarden, The Netherlands",2
"Meise Botanic Garden, Nieuwelaan 38, 1860 Meise, Belgium",2
"Max Planck Institute for Dynamics and Self-Organization, 37077 Göttingen, Germany",2
"Mathematical and Statistical Methods (Biometris), Wageningen University, P.O. Box 16, 6700 AA Wageningen, the Netherlands",2
"Manaaki Whenua Landcare Research, Allan Herbarium, PO Box 69040, Lincoln, New Zealand",2
"Stimuli-responsive Functional Materials and Devices, Department of Chemical Engineering and Chemistry, Eindhoven University of Technology, P.O. Box 513, 5600, MB, Eindhoven, the Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MA Leeuwarden, The Netherlands.",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9 8911MA Leeuwarden P.O. Box 1113, 8900 CC, Leeuwarden, the Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9 8911, MA, Leeuwarden, The Netherlands",2
"Department of Infection Biology, Wageningen Bioveterinary Research, Houtribweg 39, 8221 RA Lelystad, the Netherlands",2
"Department of Geography and Environmental Management, University of Waterloo, Waterloo, Canada",2
"Department of Equine Sciences, Utrecht University, Utrecht, the Netherlands",2
"Department of Environmental Technology, Wageningen University and Research, Wageningen, the Netherlands",2
"Department of Environmental Technology, Wageningen University and Research, P.O. Box 17, 6700AA Wageningen, the Netherlands",2
"Stimuli-responsive Functional Materials and Devices, Department of Chemical Engineering and Chemistry, Eindhoven University of Technology, 5600 MB Eindhoven, The Netherlands",2
"State Key Laboratory of Urban Water Resource and Environment, School of Civil & Environmental Engineering, Harbin Institute of Technology (Shenzhen), Shenzhen 518055, PR China",2
"Sorbonne Université, Muséum National d'Histoire Naturelle, Institut de Systématique, Évolution, Biodiversité (ISYEB), CP 39, 57 rue Cuvier, 75231 Paris Cedex 05, France",2
"Soft Matter, Fluidics and Interfaces (SFI), Department of Science and Technology, University of Twente, P.O. Box 217, 7500 AE Enschede, The Netherlands",2
"Siberian Federal University, Svobodny 79, 660041, Krasnoyarsk, Russia",2
"Siberian Federal University, Svobodny 79, 660041 Krasnoyarsk, Russia",2
"Membrane Science & Technology cluster (MST), MESA+ Institute for Nanotechnology, Faculty of Science and Technology, University of Twente, PO Box 217, 7500 AE Enschede, The Netherlands",2
"Membrane Materials and Processes, Department of Chemical Engineering and Chemistry, Eindhoven University of Technology, P.O. Box 513, Eindhoven 5600 MB, The Netherlands",2
"Department of Chemical Engineering, Faculty of Applied Sciences, Delft University of Technology, The Netherlands",2
"Department of Botany, Natural History Museum Vienna, Burgring 7, 1010 Vienna, Austria",2
"Department of Biotechnology, TU Delft, Van der Maasweg 9, HZ, Delft 2629, the Netherland",2
"Department of Environmental Sciences, Faculty of Science, Open University, Heerlen, The Netherlands",2
"Department of Environmental Microbiology, Helmholtz Centre for Environmental Research GmbH - UFZ, Permoserstr. 15, Leipzig 04318, Germany",2
"Department of Electrical Engineering, Electrical Energy Systems group, Eindhoven University of Technology",2
"Department of Earth Sciences, Faculty of Geosciences, Utrecht University, Utrecht, The Netherlands",2
"Department of Conservation and Natural Sciences, National Museum of Denmark, 2800 Lyngby, Denmark",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MA, Leeuwarden, Netherlands.",2
"Membrane Materials and Processes, Department of Chemical Engineering and Chemistry, Eindhoven University of Technology, De Zaale, 5600 MB Eindhoven, the Netherlands",2
"Microbial Systems Ecology, Department of Freshwater and Marine Ecology, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, 1098 XH, Amsterdam, The Netherlands",2
"Membrane Science and Technology, University of Twente, Drienerlolaan 5, 7522, NB, Enschede, the Netherlands",2
"Membrane Science and Technology, Faculty of Science and Technology, University of Twente, Drienerlolaan 5, 7522 NB Enschede, the Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MALeeuwarden, The Netherlands",2
"Department of Biotechnology, Delft University of Technology, Van der Maasweg 9, Delft 2629 HZ, the Netherland",2
"Department of Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629 HZ Delft, the Netherlands",2
"Department of Biotechnology, Delft University of Technology, Delft, The Netherlands",2
"Department of Biology, University of Antwerp, Groenenborgerlaan 171, 2020 Antwerp, Belgium",2
"NXFiltration, Josink Esweg 44, 7545 PN Enschede, the Netherlands",2
"NXFiltration, Josink Esweg 44, 7545 PN Enschede, The Netherlands",2
"NHL Stenden University of Applied Sciences, Rengerslaan 8-10, Leeuwarden, 8917 DD, NETHERLANDS",2
"Molecular Microbial Ecology Group, Institute of Aquatic Ecology, University of Girona, Maria Aurèlia Capmany 40, 17003, Girona, Spain",2
"Molecular Microbial Ecology Group, Institute of Aquatic Ecology, University of Girona, Maria Aurèlia Capmany 40, 17003 Girona, Spain",2
"Microbial Systems Ecology, Department of Freshwater and Marine Ecology, Institute or Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, the Netherlands",2
"Microbial Systems Ecology, Department of Freshwater and Marine Ecology, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Science Park 904, 1098, XH Amsterdam, The Netherlands",2
"Microbial Systems Ecology, Department of Freshwater and Marine Ecology, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, the Netherlands",2
"Microbial Systems Ecology, Department of Freshwater and Marine Ecology, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, the Netherlands",2
"Section Radiation, Detection & Medical Imaging, TU-Delft, the Netherlands",2
"Department of Animal Sciences, Marine Animal Ecology Group, Wageningen University, Droevendaalsesteeg 1, 6708 PB, Wageningen, The Netherlands",2
"Department of Analysis and Testing Center, Yangtze Delta Region Institute of Tsinghua University, Jiaxing, China",2
"Department of Agricultural Sciences, University of Naples Federico II, Piazza Carlo di Borbone 1, 80055 Portici, Italy",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, Leeuwarden, 8911 MA, The Netherlands",2
"Wetsus, European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911MA, Leeuwarden, The Netherlands",2
"Department of Biology, KU Leuven, Kasteelpark Arenberg 31 - box 2435, 3001 Leuven, Belgium",2
"Department of Biology, Duke University, Durham, NC 27708, USA",2
"Department of Bacteriology and Epidemiology, Wageningen Bioveterinary Research, Houtribweg 39, 8221 RA Lelystad, the Netherlands",2
"Department of Bacteriology and Epidemiology, Wageningen Bioveterinary Research, Houtribweg 39, 8221 RA Lelystad, The Netherlands",2
"Department of Animal Sciences, University of Illinois Urbana-Champaign, Urbana, IL, USA",2
"Centre for Infectious Disease Control, National Institute for Public Health and the Environment (RIVM), Antonie van Leeuwenhoeklaan 9, 3721 MA Bilthoven, The Netherlands",2
"Centre for Infectious Disease Control, National Institute for Public Health and the Environment (RIVM), 3721 MA Bilthoven, The Netherlands",2
"School of Health Sciences & Social Work, Biomedical Sciences, Carinthia University of Applied Sciences, Klagenfurt, Austria",2
"School of Chemical Engineering, University of Queensland, St. Lucia, QLD 4072, Australia",2
"RIVM, Centre for Infectious Disease Control, National Institute for Public Health and the Environment (RIVM), Bilthoven, Netherlands",2
"Optical Sciences Group, Faculty of Science and Technology (TNW), University of Twente 6 , Drienerlolaan 5, 7522 NB Enschede,",2
"Optical Sciences Group, Faculty of Science and Technology (TNW), University of Twente",2
"Oasen Drinking Water Company, Nieuwe Gouwe O.Z. 3, 2801 SB, Gouda, the Netherlands",2
"Nutriënten Management Institute BV, Nieuwe Kanaal 7C, 6709 PA, Wageningen, the Netherlands",2
"Netherlands Institute of Ecology (NIOO-KNAW), Department of Terrestrial Ecology, Droevendaalsesteeg 10, 6708 PB, Wageningen, the Netherlands",2
"Paqell BV, Reactorweg 301, 3542 AD, Utrecht, The Netherlands",2
"Winogradsky Institute of Microbiology, Research Centre of Biotechnology, Russian Academy of Sciences, Moscow, Russia",2
"Wetsus—European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MA Leeuwarden, The Netherlands",2
"Wetsus, The European Centre of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911 MA Leeuwarden, The Netherlands",2
"Wetsus, Oostergoweg 9, Leeuwarden, 8911 MA The Netherlands",2
"Biobased Chemistry and Technology, Wageningen University and Research, Wageningen, The Netherlands",2
"Avecom NV, Wondelgem, Belgium",2
"Avecom NV, Industrieweg 122P, 9032 Wondelgem, Belgium",2
"Australian Tropical Herbarium, James Cook University, PO Box 6811, Cairns, QLD 4870, Australia",2
"Copernicus Institute of Sustainable Development, Utrecht University, Utrecht, the Netherlands",2
"Netherlands Institute of Ecology (NIOO-KNAW), Department of Terrestrial Ecology, Droevendaalsesteeg 10, 6708 PB Wageningen, The Netherlands",2
"Natural Water Production Theme, European Centre of Excellence for Sustainable Water Technology (Wetsus), Leeuwarden, the Netherlands",2
