,raw_affiliation,DOI
234,"Freshwater Ecology, Hydrology and Management Group (FEHM), Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals Institut de Recerca de l'Aigua (IdRA), Universitat de Barcelona  Barcelona Spain",1
235,"GENOCOV, Departament d'Enginyeria Química, Biològica i Ambiental, Escola d'Enginyeria, Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain",1
236,"GENOCOV. Departament d'Enginyeria Química, Biològica i Ambiental. Escola d'Enginyeria. Universitat Autònoma de Barcelona, 08193, Bellaterra (Barcelona), Spain",1
237,"GLOWATER Research Group, Department of Geography University of the Balearic Islands  Palma Spain",1
238,"GLOWATER Research Group, Department of Geography, University of the Balearic Islands, Palma, Spain",1
239,"GRECO, Institute of Aquatic Ecology, University of Girona, 17003, Girona, Catalonia, Spain",1
240,"GRECO, Institute of Aquatic Ecology, University of Girona, 17003, Girona, Spain",1
241,"GRECO, Institute of Aquatic Ecology, University of Girona, Campus Montilivi, Faculty of Sciences, Girona, Spain",1
242,"GRECO, Institute of Aquatic Ecology, University of Girona, Girona, Catalonia, Spain",1
243,"GRECO, Institute of Aquatic Ecology, University of Girona, Girona, Spain",1
244,"Genomics, Bioinformatics and Evolution Departament de Genètica i Microbiologia Universitat Autònoma de Barcelona  Barcelona Spain",1
245,"Genomics, Bioinformatics and Evolution. Departament de Genètica i Microbiologia, Universitat Autònoma de Barcelona, 08193, Cerdanyola del Vallès, Spain",1
246,"ICRA-Catalan Institute for Water Research, Girona, Spain",1
247,"ICREA - Institució Catalana de Recerca i Estudis Avançats = Catalan Institution for Research and Advanced Studies (Passeig Lluís Companys 23, 08010 Barcelona - Spain)",1
248,"ICREA, 08010, Barcelona, Spain.",1
249,"ICREA, Bellaterra (Barcelona), Catalonia, Departament de Matemàtiques and BGSMath, Universitat Autònoma de Barcelona, Bellaterra (Barcelona), Catalonia",1
250,"Geography Department, Campus Barri Vell, Girona University, Edif. St. Domènec ll, Plaça Ferrater i Mora, 1, 17004 Girona, Spain",1
251,"Geography Department, Campus UAB, Autonomous University of Barcelona, Plaça del Coneixement, 08193 Bellaterra, Spain",1
252,"Graphics and Imaging Laboratory, Universitat de Girona, Girona, Catalonia",1
253,"Group of Continental Aquatic Ecology Research (GRECO) Institute of Aquatic Ecology, University of Girona  Girona Spain",1
254,"Group of Continental Aquatic Ecology Research (GRECO), Institute of Aquatic Ecology, University of Girona, Girona, Spain",1
255,"Group of Molecular Microbial Ecology, Institute of Aquatic Ecology, University of Girona, Girona 17003, Catalonia, Spain",1
256,"Group of Molecular Microbial Ecology, Institute of Aquatic Ecology, University of Girona, Girona, Catalonia, Spain",1
257,"Group of Molecular Microbial Ecology, Institute of Aquatic Ecology, University of Girona, Spain",1
258,"Group of Mutagenesis, Department of Genetics and Microbiology, Faculty of Biosciences, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Spain",1
259,"Grup d'Ecologia Microbiana Molecular, Institut d'Ecologia Aquàtica, Universitat de Girona (UdG), Plaça Sant Domènec 3, 17004 Girona, Spain",1
260,"Grup de Geologia Aplicada i Ambiental (GAiA), Centre de Recerca en Geologia i Cartografia Ambiental (Geocamb), Dept. de Ciències Ambientals, Universitat de Girona, Girona, Spain",1
261,"Grup de Recerca GAiA-Geocamb, Department of Environmental Sciences, University of Girona, Spain",1
262,"IQS School of Engineering, Universitat Ramon Llull, Via Augusta 390, 08017 Barcelona, Spain",1
263,"IQS School of Engineering, Universitat Ramon Llull, Via Augusta 390, 08017, Barcelona, Spain",1
264,"IRTA, Programa de Sanitat Animal, Centre de Recerca en Sanitat Animal (CReSA), Campus de la Universitat Autònoma de Barcelona (UAB), Bellaterra 08193, Catalonia. Spain",1
265,"IRTA-Institute of Agrifood Research and Technology, Sant Carles de La Rapita, Spain",1
266,"Institut Català de Recerca de l’Aigua (ICRA), Girona, Spain",1
267,"Institut Metròpoli, Plaça del Coneixement, Campus UAB, Autonomous University of Barcelona, 08193 Bellaterra, Spain",1
268,"Institut de Química Avançada de Catalunya (IQAC) CSIC, Jordi Girona 18-26, 08034 Barcelona, Spain.",1
269,"Institut de Química Avançada de Catalunya (IQAC) CSIC, Jordi Girona 18-26, 08034, Barcelona, Spain",1
270,"Institut de Química Avançada de Catalunya (IQAC-CSIC), C. Jordi Girona 18-26, 08034 Barcelona, Spain",1
271,"Grupo Gender &amp; Science, Asociación Ibérica de Limnología Mislata, Valencia Spain",1
272,"Health Promotion Service in Girona, Agency of Public Health of Catalonia, Generalitat of Catalonia, 17003 Girona, Spain",1
273,"ICRA, Catalan Institute for Water Research, 17003, Girona, Spain",1
274,"ICRA, Catalan Institute for Water Research, Carrer Emili Grahit 101, E-17003 Girona, Spain",1
275,"ICRA, Catalan Institute for Water Research, Girona, Spain",1
276,"ICRA, Catalan Institute for Water Research, Scientific and Technological Park of the University of Girona, H2O Building, Emili Grahit 101, 17003, Girona, Spain",1
277,"ICRA-CERCA. Catalan Institute for Water Research, Emili Grahit 101, 17003 Girona, Spain",1
278,"Institute of Environmental Assessment and Water Research (IDAEA) Severo Ochoa Excellence Centre, Spanish Council for Scientific Research (CSIC), Jordi Girona 18-26, 08034, Barcelona, Spain",1
279,"Institute of Environmental Assessment and Water Research (IDAEA), CSIC  Barcelona Spain",1
280,"Institute of Environmental Assessment and Water Research (IDAEA), CSIC, Barcelona, Spain",1
281,"Institute of Environmental Assessment and Water Research (IDAEA), CSIC, C. Jordi Girona, 18-26, 08034, Barcelona, Spain",1
282,"Institute of Environmental Assessment and Water Research (IDAEA-CSIC) Severo Ochoa Excellence Centre, Department of Environmental Chemistry, C/ Jordi Girona 18-26, 08034, Barcelona, Spain",1
283,"Institute of Environmental Assessment and Water Research (IDAEA-CSIC), 08034 Barcelona, Spain",1
284,"Institute of Environmental Assessment and Water Research (IDAEA-CSIC), Jordi Girona, 18-26, 08034 Barcelona, Spain",1
285,"Institute of Environmental Assessment and Water Studies (IDAEA-CSIC), Department of Environmental Chemistry, Jordi Girona 18–26, 08034 Barcelona, Spain",1
286,"Institute of Environmental Science and Technology (ICTA), Autonomous University of Barcelona (UAB), Z Building, ICTA-ICP, Carrer de les Columnes, UAB Campus, 08193 Bellaterra, Spain",1
287,"ICREA, Pg. Lluís Companys 23, 08010 Barcelona, Spain",1
288,"IDAEA-CSIC, Department of Environmental Chemistry, C/ Jordi Girona 18-26, 08034 Barcelona, Spain",1
289,"IDAEA-CSIC, Department of Environmental Chemistry, C/ Jordi Girona 18-26, 08034, Barcelona, Spain",1
290,"IMDEA Water Institute, Avenida Punto Com, 2, 28805 Madrid, Spain",1
291,"IMDEA Water Institute, Avenida Punto Com. n°2. 28805, Alcalá de Henares, Madrid, Spain",1
292,"IMTech, Universitat Politècnica de Catalunya, 08028 Barcelona, Spain",1
293,"IPE - CSIC - Instituto Pirenaico de Ecologìa = Pyrenean Institute of Ecology [Zaragoza] (Spanish National Research Council \r\nAvda. Montañana, 1005. Zaragoza 50059 - Spain)",1
294,"Institute of Informatics and Applications, University of Girona, Maria Aurèlia Capmany 61 (Edifici PIV), 17003, Girona, Spain",1
295,"Instituto Español de Oceanografía (IEO-CSIC), Centro Oceanográfico de Murcia, C/ Varadero 1, San Pedro Del Pinatar, Murcia, Spain",1
296,Instituto de Diágnotico Ambiental y Estudios del Agua (IDAEA‐CSIC)  Barcelona Spain,1
297,Instituto de Investigación en Cambio Global (IICG‐URJC) Universidad Rey Juan Carlos  Móstoles Spain,1
298,"Instituto de Salud Carlos III, Centro de Investigación Biomédica en Red de Salud Mental, CIBERSAM, Spain",1
299,"Integrative Freshwater Ecology Group, Center for Advanced Studies of Blanes (CEAB-CSIC), Blanes, Spain",1
300,"LDAR24—Laboratoire Départemental d'Analyse et de Recherche de la Dordogne, 24660 Coulounieix-Chamiers, France",1
301,"LEQUIA (Institute of the Environment), University of Girona, C/M. Aurèlia Capmany, 69, Girona 17003, Spain",1
302,"LEQUIA, Institute of the Environment, Universitat de Girona, 17003 Girona, Catalonia, Spain",1
303,"Institut d’Ecologia Aquàtica (IEA), Universitat de Girona, Girona, Spain",1
304,"Institut d’Estudis Espacials de Catalunya (IEEC-UPC), Gran Capità 2-4, 08034 Barcelona, Spain",1
305,Institute of Aquatic Ecology University of Girona—Montilivi Campus  Girona Spain,1
306,"Institute of Aquatic Ecology, Faculty of Sciences, University of Girona, Girona, Spain",1
307,"Institute of Aquatic Ecology, University of Girona, Campus de Montilivi, 17071 Girona, Spain",1
308,"Institute of Aquatic Ecology, University of Girona, Girona, 17003 Spain",1
309,"Institute of Aquatic Ecology, University of Girona, Girona, Spain",1
310,"LEQUIA. Institute of the Environment, Universitat de Girona, C/ Maria Aurèlia Capmany, 69, 17003, Girona, Spain",1
311,"LEQUIA. Institute of the Environment, Universitat de Girona, Carrer Maria Aurèlia Capmany, 69, 17003 Girona, Spain",1
312,"LEQUiA, Institute of the Environment, Universitat de Girona, c/ Maria Aurèlia Capmany 69, 17003, Girona, Catalonia, Spain",1
313,"Laboratorio de Biodiversidad y Funcionamiento Ecosistémico. Instituto de Recursos Naturales y Agrobiología de Sevilla (IRNAS), CSIC  Sevilla Spain",1
314,"Laboratory of Chemical and Environmental Engineering (LEQUIA), Institute of the Environment, Universitat de Girona, Campus Montilivi s/n, Girona 17071, Spain",1
315,"Laboratory of Chemical and Environmental Engineering (LEQUIA), Institute of the Environment, University of Girona, E-17003 Girona, Spain",1
316,"Laboratory of Chemical and Environmental Engineering (LEQUiA), Institute of the Environment, University of Girona, 17071 Girona, Spain",1
317,"Laboratory of Environmental Chemical Engineering (LEQUIA), University of Girona, Spain",1
318,"Laboratory of Molecular Neuropharmacology and Bioinformatics, Unitat de Bioestadística and Institut de Neurociències, Universitat Autònoma de Barcelona, 08193 Bellaterra, Spain",1
319,"Laboratory of Viruses Contaminants of Water and Food, Genetics, Microbiology & Statistics Dept., Universitat de Barcelona, Barcelona, Catalonia, Spain",1
320,"Institute of Environmental Science and Technology (ICTA), Autonomous University of Barcelona (UAB), Z building, ICTA-ICP, Carrer de les columnes, UAB Campus, 08193, Bellaterra, Barcelona, Spain",1
321,"Institute of Informatics and Applications, Universitat de Girona, Girona, Spain",1
322,"Institute of Informatics and Applications, University of Girona, 17003 Girona, Spain.",1
323,"Institute of Informatics and Applications, University of Girona, 17003 Girona, Spain. Electronic address: david.martineza@udg.edu.",1
324,"Institute of Informatics and Applications, University of Girona, 17003 Girona, Spain. Electronic address: sergi.bergillos@udg.edu.",1
325,"Institute of Informatics and Applications, University of Girona, Girona, Spain",1
326,"Metabolism and Cancer Group, Girona Biomedical Research Institute (IDIBGI), 17190, Girona, Spain. jmenendez@idibgi.org.",1
327,Museo Nacional de Ciencias Naturales Consejo Superior de Investigaciones Científicas  Madrid Spain,1
328,"Pediatric Environmental Health Specialty Unit, Pediatric Team of Garrotxa and Ripollès Regions, Olot and Garrotxa Region Hospital Foundation, 17800 Olot, Spain",1
329,"Plant-Soil Interactions group, Agroscope, 8046, Zurich, Switzerland",1
330,"Precision Oncology Group (OncoGir-Pro), Girona Biomedical Research Institute (IDIBGI), 17190, Girona, Spain.",1
331,"Present address: Laboratoire des Sciences du Climat et de l'Environnement, LSCE, CEA, CNRS, UVSQ, Gif-Sur-Yvette, France",1
332,"Present address: Research Group on Ecology of Inland Waters (GRECO), Institute of Aquatic Ecology, University of Girona, Girona, Spain",1
333,"Present address: United States Geological Survey, Boulder, Colorado, USA",1
334,"ProCURE, Catalan Institute of Oncology, Oncobell, Bellvitge Institute for Biomedical Research (IDIBELL), 08908 L'Hospitalet de Llobregat, Barcelona, Spain.",1
335,"Program Against Cancer Therapeutic Resistance (ProCURE), Catalan Institute of Oncology, 17007, Girona, Spain.",1
336,"Program Against Cancer Therapeutic Resistance (ProCURE), Catalan Institute of Oncology, 17007, Girona, Spain. jmenendez@idibgi.org.",1
337,"LEQUIA, Institute of the Environment, Universitat de Girona, Girona 17003, Catalonia, Spain",1
338,"LEQUIA, Institute of the Environment, University of Girona Campus Montilivi, carrer Maria Aurèlia Capmany, 69, E-17003 Girona, Catalonia, Spain",1
339,"LEQUIA, Institute of the Environment, University of Girona, Campus Montilivi, Carrer Maria Aurèlia Capmany 69, 17003 Girona, Spain",1
340,"LEQUIA, Institute of the Environment, University of Girona, Carrer Maria Aurèlia Capmany 69, 17003 Girona, Spain",1
341,"LEQUIA, Institute of the Environment, University of Girona, E-17071, Girona, Spain",1
342,"Scientific Computation & Technological Innovation Center (SCoTIC), Universidad de La Rioja, Logroño, Spain",1
343,"Servei Estadística Aplicada, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Barcelona, Spain",1
344,"Servei d'Estadística Aplicada, Universitat Autònoma de Barcelona, Cerdanyola, Spain",1
345,"Servei de Radiofísica i Radioprotecció, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",1
346,"Spanish Institute of Oceanography (IEO), Marine Environment and Environmental Protection Area, Oceanographic Centre of Murcia, Murcia, Spain",1
347,"Sport and Physical Activity Studies Centre (CEEAF), Faculty of Medicine, University of Vic-Central University of Catalonia (UVic-UCC), Barcelona, Spain",1
348,"Technologies and Evaluation Area, Catalan Institute for Water Research (ICRA-CERCA), Girona, Spain",1
349,"The Energy and Water Agency, Pinto Business Centre, Triq il-Mithna, Hal Qormi 9043, Malta",1
350,"The Water Research Institute (IdRA), Universitat de Barcelona, Barcelona, Catalonia, Spain",1
351,"UAB - Departament de Matemàtiques [Barcelona] (Universitat Autònoma de Barcelona, Edifici C Facultat de Ciències, 08193 Bellaterra - Barcelona - Spain)",1
352,"UdG, Universitat de Girona, 17003 Girona, Spain",1
353,Marine and Continental Waters Programme Institute of Agrifood and Technology Research (IRTA)  La Ràpita Spain,1
354,"Marine and Continental Waters Programme, Institute of Agrifood and Technology Research (IRTA), Sant Carles de la Rapita, Spain",1
355,"Mathematical Institute, University of Oxford, Oxford OX2 6GG, UK",1
356,"Medical Oncology, Catalan Institute of Oncology, 17007, Girona, Spain.",1
357,"Metabolism and Cancer Group, Girona Biomedical Research Institute (IDIBGI), 17190, Girona, Spain.",1
358,"Visiting Fellow, Mathematical Institute, University of Oxford, Oxford, United Kingdom",1
359,"Water and Soil Quality Research Group Department of Environmental Chemistry, IDAEA-CSIC, Jordi Girona 18-26, E-08034 Barcelona, Spain",1
360,"Water and Soil Quality Research Group, Department of Environmental Chemistry IDAEA-CSIC, Barcelona, Spain",1
361,"Water and Soil Quality Research Group, Department of Environmental Chemistry, IDAEA-CSIC, Jordi Girona 18-26, 08034, Barcelona, Spain",1
362,"Wetsus, European Center of Excellence for Sustainable Water Technology, Oostergoweg 9, 8911MA Leeuwarden, the Netherlands",1
363,"b University of Girona, Plaça Sant Domènec 3, Girona 17004, Catalonia, Spain",1
364,"Universitat Autònoma de Barcelona, Spain",1
365,"Universitat Politècnica de Catalunya, Barcelona, Spain",1
366,"Universitat Pompeu Fabra & Centre d'Estudis del Patrimoni Arqueològic de la Prehistòria, Universitat Autònoma de Barcelona (CEPAP-UAB)",1
367,Universitat de Girona (UdG) Girona Spain,1
368,"Universitat de Girona (UdG), Girona, Spain.",1
369,"Universitat de Girona (UdG), Plaça Sant Domènec 3, 17004 Girona, Spain",1
370,"Psychosocial Risks, Organization of Work and Health (POWAH), Autonomous University of Barcelona (UAB), Cerdanyola del Vallès, Spain",1
371,Research Centre for Scientific Collections from the University of Almería (CECOUAL)  Almería Spain,1
372,"Research Group on Statistics, Econometrics and Health (GRECS), University of Girona, 17003 Girona, Spain",1
373,"Research group on Psychosocial risks, Organization of Work and Health (POWAH), Universitat Autònoma de Barcelona (UAB), Cerdanyola del Vallès, Spain",1
374,"Agbar, Passeig de La Zona Franca, 48, Barcelona, Spain",1
375,"University of Girona, Plaça de Sant Domènec, 3, 17004 Girona, Spain",1
376,Barcelona Graduate School of Mathemat-ics,1
377,"University of Barcelona (Gran Via de les Corts Catalanes, 585, 08007 Barcelona - Spain)",1
378,"University of Barcelona, Department of Biology, Health and Environment, Faculty of Pharmacy and Food Sciences, Av. Joan XXIII 37-41, 08028, Barcelona, Spain",1
379,"Área de Biodiversidad y Conservación, Departamento de Biología y Geología, Física y Química Inorgánica Universidad Rey Juan Carlos  Madrid Spain",1
380,"University of Girona (UdG), 17004 Girona, Spain",1
381,"University of Girona (UdG), Girona, Spain",1
382,"University of Girona (UdG), Spain",1
383,"University of Girona, 17003 Girona, Spain",1
384,"Catalan Institute for Water Research (ICRA), C/. Emili Grahit 101, 17003 Girona, Spain.",1
385,"Aquatic Ecology Group, University of Vic-Central University of Catalonia, Vic, Spain",1
386,"UdG, University of Girona, 17003 Girona, Spain",1
387,"Unit of Clinical Research, Catalan Institute of Oncology, 17007, Girona, Spain.",1
388,"Unit of Infections and Cancer - Information and Interventions (UNIC - I&I), Cancer Epidemiology Research Program (CERP), Catalan Institute of Oncology (ICO)-IDIBELL, L'Hospitalet de Llobregat, Spain",1
389,"Unitat d'Antropologia Biològica, Departament de Biologia Animal, Biologia Vegetal i Ecologia, Universitat Autònoma de Barcelona, Bellaterra, Spain",1
390,"Barcelona Institute of Regional and Metropolitan Studies, Autonomous University of Barcelona, 08193 Bellaterra, Spain",1
391,"CERES-IEEC, Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain.",1
392,"CIBER of Epidemiology and Public Health (CIBERESP), 28029 Madrid, Spain",1
393,"Catalan Institute Water Research (ICRA-CERCA), Emili Grahit 101, 17003, Girona, Spain",1
394,Catalan Institute for Water Research (ICRA)  Girona Spain,1
395,Catalan Institute for Water Research (ICRA) Girona Spain,1
396,"b University of Girona, Plaça de Sant Domènec 3, 17004 Girona, Spain",1
397,"b University of Girona, Plaça de Sant Domènec 3, Girona 17004, Spain",1
398,"d Institute of Informatics and Applications, University of Girona, Maria Aurèlia Capmany 61 (Building PIV), Girona 17003, Catalonia, Spain",1
399,"e Polytechnic University of Catalonia – Barcelona Tech., Jordi Girona 31, Barcelona 08034, Catalonia, Spain",1
400,Área de Biodiversidad y Conservación Universidad Rey Juan Carlos  Móstoles Spain,1
401,"BETA Technological Centre- University of Vic- Central University of Catalunya (BETA- UVIC- UCC), Carretera de Roda 70, 08500, Vic, Barcelona, Spain",1
402,"Aquatic Ecology Group, University of Vic (UVic-UCC), Carrer de la Laura 13, Vic, Barcelona, Spain",1
403,Aquatic Ecology Group University of Vic (UVic‐UCC)  Carrer de la Laura 13 Vic Barcelona Spain,1
404,"Aigües de Vic S.A., Carrer de la Riera, 08500 Vic, Spain",1
405,Agronomy Department University of Almería  Almería Spain,1
