raw_affiliation,DOI
"Department of Medicine, CHUS, Complejo Hospitalario Universitario de Santiago, Santiago de Compostela, Spain",3
"Department of Medical Sciences, School of Medicine, University of Girona, Girona, Spain",3
"CIBER Fisiopatología de la Obesidad y Nutrición (CIBEROBN), Instituto de Salud Carlos III (ISCIII), 28029 Madrid, Spain",3
"Faculty of Medicine, University of Cantabria, Santander, Spain",3
"Department of Medicine and Psychiatry, Universidad de Zaragoza, Zaragoza, Spain",3
"Statistics Support Unit, Hospital del Mar Medical Research Institute, CIBER Epidemiology and Public Health (CIBERESP), Barcelona, Spain",3
Department of Internal Medicine Maimonides Biomedical Research Institute of Cordoba (IMIBIC) Reina Sofia University Hospital University of Cordoba  Cordoba Spain,3
"Emergency Department, Hospital Universitari de Bellvitge, l'Hospitalet de Llobregat, Barcelona, Catalonia, Spain",3
"Servicio de Medicina Intensiva, Hospital Universitario y Politécnico La Fe, Valencia, Spain",3
"Hospital Universitario HM Montepríncipe, Universidad San Pablo-CEU, Madrid, Spain",3
"Emergency Department, Hospital Universitario de Salamanca, Salamanca, Spain",3
"IRBLleida, Lleida, Spain",3
"Integrative Pharmacology and Systems Neuroscience Group, IMIM (Hospital del Mar Medical Research Institute), Barcelona, Spain",3
"Hospital Universitario Torrejón-Universidad Francisco de Vitoria, Madrid, Spain",3
"Catalan Institute of Nanoscience and Nanotechnology (ICN2), CSIC and BIST, Campus UAB, Cerdanyola del Vallès, E-08193 Barcelona, Spain",3
"Biomedical Network Research Centre on Mental Health (CIBERSAM), Barcelona, Spain",3
"Catalan Institute of Nanoscience and Nanotechnology (ICN2), CSIC and BIST, Campus UAB, Bellaterra, Barcelona, Catalonia, 08193 Spain",3
"Hospital Universitario La Paz, 28046 Madrid, Spain",3
"Catalan Institute of Nanoscience and Nanotechnology (ICN2), CSIC and BIST, Campus UAB, Bellaterra, 08193 Barcelona, Catalonia, Spain",3
"Catalan Institute of Nanoscience and Nanotechnology (ICN2), CSIC and BIST, Campus UAB, Bellaterra 08193, Barcelona, Spain",3
"Catalan Institute of Nanoscience and Nanotechnology (ICN2), CSIC and BIST, Campus UAB, 08193 Bellaterra, Barcelona, Spain",3
"Biomedical Research Group on Heart Disease, Hospital del Mar Medical Research Group (IMIM), 08003 Barcelona, Spain",3
"Department of Nephrology, Hospital del Mar, Barcelona, Spain",3
"Servicio de Dermatología. Hospital Universitario de Gran Canaria Doctor Negrín, Las Palmas de Gran Canaria, Spain",3
"Lipid Clinic, Endocrinology and Nutrition Service, Hospital Clínic, 08036 Barcelona, Spain",3
"ESIMar (Mar Nursing School), Parc de Salut Mar, Universitat Pompeu Fabra affiliated, Barcelona, Spain",3
"ISGlobal, Hospital Clínic—Universitat de Barcelona, 08036 Barcelona, Spain",3
"ISGlobal, Hospital Clínic–Universitat de Barcelona, Barcelona, Spain",3
"Pharmacy Department, Hospital del Mar, 08003 Barcelona, Spain",3
"Catalonian Antidoping Laboratory, Doping Control Research Group, Hospital del Mar Research Institute, Barcelona, Spain",3
"Instituto de Salud Global de Barcelona (ISGlobal), Barcelona, Spain",3
"Emergency Department, Hospital Clínico San Carlos, IDISSC, Universidad Complutense, Madrid, Spain",3
"Department of Dermatology, Hospital Sagrat Cor, Barcelona, Spain",3
"Pharmacy Department, Hospital Del Mar, Barcelona, Spain",3
"Lipid Clinic, Department of Endocrinology and Nutrition, August Pi i Sunyer Biomedical Research Institute (IDIBAPS), Hospital Clinic, University of Barcelona, Barcelona, Spain",3
"Biocruces Bizkaia Health Research Institute, Barakaldo, Spain",3
"Unit of Cardiovascular Risk and Nutrition, Institut Hospital del Mar de Investigaciones Médicas Municipal d`Investigació Médica (IMIM), Barcelona, Spain",3
"Department of Neurology, Complejo Hospitalario Universitario de Albacete, Albacete, Spain",3
"Unit of Cardiovascular Risk and Nutrition, Institut Hospital del Mar de Investigaciones Médicas Municipal d'Investigació Mèdica (IMIM), Barcelona, Spain",3
"Departamento de Ciencias de la Salud, Instituto Universitario de Investigación en Olivar y Aceites de Oliva, Universidad de Jaén, Jaén, Spain",3
"Intensive Care Clinical Unit, Hospital Universitario Virgen de Rocío, Sevilla, Spain",3
"Intensive Care Clinical Unit, Hospital Universitario Virgen de Rocío, Seville, Spain",3
"IMIM (Hospital Del Mar Medical Research Institute), Barcelona, Spain",3
"Biomolecular Screening and Protein Technologies Unit, Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain",3
"Hospital Universitario San Agustín, Asturias, Spain",3
"Intensive Care Department, Hospital Nuestra Señora de Gracia, Saragossa, Spain",3
"Intensive Care Department, Hospital Nuestra Señora de Gracia, Zaragoza, Spain",3
"Emergency Department, Hospital del Mar, Barcelona, Spain",3
"Biostatistics Unit, Faculty of Medicine, Universitat Autònoma de Barcelona, Barcelona, Spain",3
"Department of Neonatology, Service of Pediatrics, Hospital del Mar, Parc de Salut Mar, Universitat Pompeu Fabra, Passeig Marítim 25-29, 08003, Barcelona, Spain",3
"Gastroenterology Department, Hospital Universitari Germans Trias i Pujol, Badalona, Spain",3
"Servicio de Neurología, Complejo Hospitalario Universitario de Albacete, Albacete, España",3
"Bipolar Disorder Program, Institute of Neuroscience, Hospital Clinic, University of Barcelona, IDIBAPS, CIBERSAM, Barcelona, Catalonia, Spain",3
"Servicio de Neurología, Hospital Clínic i Universitari",3
"Servicio de Neurología, Hospital Clínico Universitario de Valladolid, Valladolid, España",3
"IDIVAL, Santander, Spain",3
"Intensive Care Department, Hospital Universitari Vall d’Hebron, Vall d’Hebron Institut de Recerca, Barcelona, Spain",3
"IMN-Instituto de Micro y Nanotecnología (CNM-CSIC), Isaac Newton 8, PTM, 28760 Tres Cantos, Madrid, Spain",3
"Servicio de Microbiología Clínica y Enfermedades Infecciosas, Hospital General Universitario Gregorio Marañón, Madrid, Spain",3
"Pediatrics Department, Hospital Sant Joan de Déu, Universitat de Barcelona, Esplugues, Barcelona, Spain",3
"Pediatrics Department, Hospital Sant Joan de Déu (University of Barcelona), Barcelona, Spain",3
"Hospital Universitario Marqués de Valdecilla, 39008 Santander, Spain",3
"IMIM-Hospital del Mar (Parc de Recerca Biomèdica de Barcelona C/ Doctor Aiguader, 88 08003 Barcelona - Spain)",3
"IMIM, Hospital del Mar Medical Research Institute, Barcelona, Spain",3
"Biomedical Research Networking Center for Epidemiology and Public Health (CIBERESP), Madrid, Spain",3
"Universitat Autònoma de Barcelona (UAB), Bellaterra, Spain",3
"Cardiovascular and Nutrition Research Group, Institut de Recerca Hospital del Mar, Barcelona, Spain",3
"IMIM Hospital del Mar Medical Research Institute, Barcelona, Spain",3
"Biomedical Research Networking Center for Mental Health Network (CIBERSAM), Madrid, Spain",3
"Hospital Universitario Principe de Asturias, Alcalà de Henares, Madrid, Spain",3
"Departamento de Medicina, Universidad Autónoma de Barcelona, Barcelona, España",3
"Hospital Universitario Puerta de Hierro, Madrid, Spain",3
"Pediatric Infectious Diseases Unit, Pediatrics Department, Hospital Sant Joan de Déu (University of Barcelona), Barcelona, Spain",3
"Department of Internal Medicine, Hospital del Mar and CIBERFES, Autonomous University of Barcelona, Barcelona, Spain",3
"Unidad de Medicina Intensiva, Hospital Universitario Virgen de Valme, Seville, Spain",3
"Department of Psychiatry, Araba University Hospital, Bioaraba Research Institute, Vitoria-Gasteiz, Spain",3
"Mental Health Department, Servicio Navarro de Salud, Pamplona, Spain",3
"Universitat Pompeu Fabra, Barcelona, Catalonia, Spain",3
"Vascular Surgery Department, Hospital del Mar, Barcelona, Spain",3
"August Pi i Sunyer Biomedical Research Institute (IDIBAPS), Spain",3
"Institute for Biomedical Research, University of Las Palmas de Gran Canaria, Las Palmas, Spain",3
"Department of Political and Social Sciences, Universitat Pompeu Fabra (UPF), Barcelona, Spain",3
"Research Group on Health Inequalities, Environment, and Employment Conditions (GREDS-EMCONET), Department of Political and Social Sciences, Universitat Pompeu Fabra, 08005 Barcelona, Spain",3
"Hepato-Biliary and Pancreatic Surgery Unit, Department of Surgery, Hospital Parc Salut Mar, Pompeu Fabra University, Barcelona, Spain",3
"August Pi i Sunyer Biomedical Research Institute (IDIBAPS), 08036 Barcelona, Spain",3
"4sfera Innova, 17002 Girona, Catalonia, Spain",3
"Department of Endocrinology and Nutrition, Hospital Fundación Jimenez Díaz, Instituto de Investigaciones Biomédicas IISFJD, University Autonoma, 28040 Madrid, Spain",3
"Consorcio CIBER, M.P. Fisiopatología de la Obesidad y Nutrición (CIBEROBN), Instituto de Salud Carlos III, 28029 Madrid, Spain",3
"Institute for Global Health (ISGlobal), Barcelona, Spain",3
"Universitat Rovira I Virgili, Tarragona, Spain",3
"Vall d'Hebron Institute of Oncology, Vall d' Hebron University Hospital, Universitat Autònoma de Barcelona, Barcelona, Spain",3
"Department of Genetics, Microbiology and Statistics, Faculty of Biology, Universitat de Barcelona, CIBERER, IBUB, IRSJD, Barcelona, Spain",3
"Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública (CIBERESP), Instituto de Salud Carlos III, Madrid, Spain",3
"Institut Català de Traumatologia, Hospital Universitari Dexeus, Universitat Autònoma de Barcelona, Barcelona, Spain",3
"Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública CIBERESP, Madrid, Spain",3
"Pulmonary Department, University and Polytechnic Hospital La Fe, Valencia, Spain",3
"Universitat Rovira i Virgili, Departament de Bioquímica i Biotecnologia, Alimentaciò, Nutrició, Desenvolupament i Salut Mental ANUT-DSM, Reus, Spain",3
"Department of Psychiatry, Hospital Universitario de Alava, Vitoria, Spain",3
"Respiratory Medicine Department, Hospital del Mar, Barcelona, Spain",3
"Comunidad Terapéutica Jaén Servicio Andaluz de Salud, Jaén, Spain",3
"Research Institute of Biomedical and Health Sciences (IUIBS), University of Las Palmas de Gran Canaria & Centro Hospitalario Universitario Insular Materno Infantil (CHUIMI), Canarian Health Service, 35016 Las Palmas de Gran Canaria, Spain",3
"Centro de Investigación Biomédica en Red Fisiopatología de la Obesidad y la Nutrición (CIBEROBN), Instituto de Salud Carlos III, 28029 Madrid, Spain",3
"Department of Endocrinology and Nutrition, Hospital Fundación Jimenez Díaz. Instituto de Investigaciones Biomédicas IISFJD. University Autonoma, Madrid, Spain",3
"Universitat Internacional de Catalunya (UIC), Barcelona, Spain",3
"Department of Psychiatry and Forensic Medicine, Universitat Autonoma de Barcelona, Barcelona, Spain",3
"Hospital General Universitario de Ciudad Real, Ciudad Real, Spain",3
"MARGenomics, Hospital del Mar Medical Research Institute (IMIM), 08003 Barcelona, Spain",3
"Department of Psychiatry and Forensic Medicine, Universitat Autònoma de Barcelona, Barcelona, Spain",3
"Department of Gastroenterology, Clínica Universidad de Navarra, Pamplona, Spain",3
Universitat Pompeu Fabra  Barcelona Spain,3
"Department of Endocrinology and Nutrition, Instituto de Investigación Sanitaria Hospital Clínico San Carlos (IdISSC), Universidad Complutense, Madrid, Spain",3
"Department of Endocrinology and Nutrition, Hospital del Mar, 08003 Barcelona, Spain",3
"Research Group on Statistics, Econometrics and Health (GRECS), University of Girona, Girona, Spain",3
"BCN MedTech, Department of Information and Communication Technologies, Universitat Pompeu Fabra, Barcelona, Spain",3
"Centro de Investigación Biomédica en Red de Cáncer (CIBERONC), 28029 Madrid, Spain",3
"Virgen de la Victoria Hospital, Department of Endocrinology, University of Málaga, 29010 Málaga, Spain",3
"Virgen de la Victoria Hospital, Department of Endocrinology, Instituto de Investigación Biomédica de Málaga (IBIMA), University of Málaga, Málaga, Spain",3
"Universitat Pompeu Fabra (UPF), Barcelona, Catalonia, Spain",3
"Universitat Pompeu Fabra (UPF), Barcelona, Spain.",3
"Hospital General Universitario Gregorio Marañón, 28007 Madrid, Spain",3
"Instituto Hospital del Mar de Investigaciones Médicas (IMIM), Barcelona, Spain",3
"Research Group on Nutritional Epidemiology & Cardiovascular Physiopathology (NUTRECOR). Health Research Institute of the Balearic Islands (IdISBa), University Hospital Son Espases (HUSE), Palma de Mallorca, Spain",3
"Muscle Wasting and Cachexia in Chronic Respiratory Diseases and Lung Cancer Research Group, Pulmonology Department, Department of Medicine and Life Sciences (MELIS), Hospital del Mar, Medical Research Institute (IMIM), Parc de Salut Mar, Universitat Pompeu Fabra (UPF), Barcelona Biomedical Research Park (PRBB), 08003 Barcelona, Spain",3
"Institut d'investigacions Biomèdiques August Pi i Sunyer (IDIBAPs), Barcelona, Spain",3
"Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain",3
Institute of Biomedicine (IBIOMED) University of León  León Spain,3
"Institute of Biomedicine (IBIOMED), University of León, 24071 Leon, Spain",3
"Institut Hospital del Mar d’Investigacions Mèdiques (IMIM), 08003 Barcelona, Spain",3
"Department of Psychobiology and Methodology in Health Sciences, Autonomous University of Barcelona, Barcelona, Spain",3
"Department of Radiology, Hospital del Mar, Barcelona, Spain",3
"Critical Care Department, Hospital del Mar, Barcelona, Spain",3
"Consortium for Biomedical Research in Epidemiology and Public Health (CIBERESP), Madrid, Spain",3
"Centro de Investigación Biomédica en red en salud Mental (CIBERSAM), Barcelona, Spain",3
Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS) Barcelona Spain,3
Servei de Neurologia Hospital del Mar  Barcelona Spain,3
"University of Navarra, Department of Preventive Medicine and Public Health, Pamplona, Spain",3
"University of Navarra, Department of Preventive Medicine and Public Health, IdiSNA, Pamplona, Spain",3
"Centro de Investigación en Recursos Naturales, Salud y Medio Ambiente (RENSMA), Universidad de Huelva, Huelva, Spain",3
"School of Medicine, Universitat Pompeu Fabra, 08003 Barcelona, Spain",3
"Department of Preventive Medicine and Public Health, School of Medicine, University of Málaga, Málaga, Spain",3
"University of Navarra, Department of Nutrition, Food Science and Physiology, IDISNA, Pamplona, Spain",3
"Centro de Salud La Candelaria, Servicio Andaluz de Salud, Seville, Spain",3
"Red de Salud Mental de Álava, Vitoria-Gasteiz, Spain",3
"Department of Evolutionary Biology, Ecology and Environmental Sciences, Faculty of Biology, University of Barcelona, Biomedicine Institute of the University of Barcelona (IBUB), Barcelona, Spain",3
"Institut d'Investigació Pere Virgili (IISPV), Reus, Spain",3
"Hospital Clinico Universitario, INCLIVA, Valencia, Spain",3
"Health Center Can Gibert del Plà, Catalan Institute of Health, Girona, Spain",3
"Servei de Microbiologia, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",3
"Research Group on Community Nutrition & Oxidative Stress, University of Balearic Islands-IUNICS, Guillem Colom Bldg, Campus, E-07122, Palma de Mallorca, Spain",3
"Research Group on Community Nutrition & Oxidative Stress, University of Balearic Islands-IUNICS, 07122 Palma de Mallorca, Spain",3
"Centro de Investigación Biomédica en Red de Fragilidad y Envejecimiento Saludable (CIBERFES), Madrid, Spain",3
Department of Family Medicine Research Unit Distrito Sanitario Atención Primaria Sevilla  Sevilla Spain,3
"Department of Psychiatry, Institut de Neuropsiquiatria i Addiccions, Hospital del Mar, Barcelona, Spain",3
Department of Surgery Universitat Autònoma de Barcelona  Barcelona Spain,3
"Department of Psychiatry, Mental Health, and Addiction, GSS–Hospital Santa Maria, Lleida, Spain",3
"Department of Pathology, Hospital Clínic, University of Barcelona, 08036 Barcelona, Spain",3
"SDHEd (Social Determinants and Health Education Research Group), IMIM (Hospital del Mar Medical Research Institute), 08003 Barcelona, Spain",3
"AMIB (Assessoria Metodològica i Bioestadística) (Methodological and Biostatistical Consultancy), IMIM (Institut Hospital del Mar d'Investigacions Mèdiques) (Hospital del Mar Institute for Medical Research), Doctor Aiguader 88, 08003, Barcelona, Spain",3
"Department of Pharmacy, Hospital del Mar, Barcelona, Spain",3
"Department of Endocrinology, Instituto de Investigación Biomédica de Málaga (IBIMA), Virgen de la Victoria Hospital, University of Málaga, 29016 Málaga, Spain",3
"Department of Psychiatry, Universidad Autónoma de Madrid (UAM), Madrid, Spain",3
"Grupo de Vías Respiratorias de la Asociación Española de Pediatras de Atención Primaria (AEPAP), Madrid, Spain",3
Universitat de Barcelona,3
Universitat de Barcelona  Barcelona Spain,3
"Health Research Institute of the Balearic Islands (IdISBa), Hospital Son Espases, 07120 Palma de Mallorca, Spain",3
"Consorcio de Investigación Biomédica en Red de Epidemiología y Salud Pública (CIBERESP), Spain",3
"Sant Pau Memory Unit, Department of Neurology, Hospital de la Santa Creu i Sant Pau, Biomedical Research Institute Sant Pau, Universitat Autònoma de Barcelona, Barcelona, Spain",3
"Hospital Arnau de Vilanova, Valencia, Spain",3
"University of the Basque Country (UPV/EHU), Vitoria-Gasteiz, Spain",3
"Universitat de Barcelona Institute of Complex Systems, Catalonia, Spain",3
"Department of Pharmacy, Hospital del Mar, Parc de Salut Mar, 08003 Barcelona, Spain",3
"Department of Sociology, Universitat de Barcelona, Barcelona, Spain",3
"Department of Urology, Hospital Universitari Josep Trueta, 17007 Girona, Spain",3
Centro de Investigación Biomédica en Red Fisiopatología de la Obesidad y la Nutrición (CIBEROBN) Instituto de Salud Carlos III Madrid Spain,3
"Institut d’Investigació Sanitària Pere Virgili (IISPV), Reus, Spain",3
Centro de Investigación Biomédica en Red Fisiopatología de la Obesidad y la Nutrición (CIBEROBN) Instituto de Salud Carlos III  Madrid Spain,3
"Complutense University of Madrid, Madrid, Spain",3
"Centro de Investigación Biomédica Red de Enfermedades Hepáticas y Digestivas (CIBEREHD), Madrid, Spain",3
"Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain",3
Department of Endocrinology and Nutrition Instituto de Investigación Sanitaria Hospital Clínico San Carlos (IdISSC)  Madrid Spain,3
"Universitat Autònoma de Barcelona, Bellaterra (Cerdanyola del Vallès), Catalonia, Spain",3
"Department of Obstetrics and Gynecology, Hospital del Mar, Universitat Autònoma de Barcelona, Barcelona, Spain",3
"Department of Preventive Medicine, University of Málaga, Málaga, Spain",3
"Universitat Autònoma de Barcelona, Barcelona, España",3
"Institut de Recerca Sant Joan de Déu, Esplugues de Llobregat, Barcelona, Spain",3
"National Center of Epidemiology, Instituto de Salud Carlos III (ISCIII), Madrid, Spain",3
"Group of Integrative Pharmacology and Systems Neuroscience, Neurosciences Programme, IMIM (Hospital Del Mar Medical Research Institute), Parc de Recerca Biomèdica de Barcelona, Barcelona, Spain",3
"National Centre for Epidemiology, Carlos III Institute of Health, Madrid, Spain",3
"Department of Gastroenterology, Hospital Universitario Central de Asturias, Oviedo, Spain",3
"Hospital General, Jerez de la Frontera, Spain",3
"Research Institute of Biomedical and Health Sciences (IUIBS), University of Las Palmas de Gran Canaria and Centro Hospitalario Universitario Insular Materno Infantil (CHUIMI), Canarian Health Service, Las Palmas de Gran Canaria, Spain",3
"Department of Urology, Hospital Universitari de Bellvitge, 08907 Hospitalet de Llobregat, Spain",3
"Department of Urology, Hospital Universitari Joan XXIII, 43005 Tarragona, Spain",3
"Hospital Gregorio Maranon, Madrid, Spain",3
"Group of Integrative Pharmacology and Systems Neuroscience, Neurosciences Programme, IMIM (Hospital del Mar Medical Research Institute), Parc de Recerca Biomèdica de Barcelona, Barcelona, Spain",3
"Hospital de Sant Joan d'Alacant, Alacant, Spain",3
"Department of Preventive Medicine and Public Health, Universidad de Navarra, 31008 Pamplona, Spain",3
"Medicine Department, Autonomous University of Barcelona, Barcelona, Spain",3
"Institut d’Investigació Sanitària Pere Virgili (IISPV), 43201 Reus, Spain",3
Department of Endocrinology and Nutrition Hospital Fundación Jimenez Díaz Instituto de Investigaciones Biomédicas IISFJD University Autonoma  Madrid Spain,3
"Research Network on Chronicity, Primary Care and Health Promotion (RICAPPS), ISCIII, 28029 Madrid, Spain",3
"Centro de Investigación Biomédica en Red Fisiopatología de la Obesidad y la Nutrición (CIBEROBN), Institute of Health Carlos III, 28029 Madrid, Spain",3
Department of Allergy and Immunology Hospital Quirónsalud Bizkaia  Bilbao Spain,2
"Institut de Biotecnologia i de Biomedicina, Departament de Bioquimica i Biologia Molecular, Universitat Autònoma de Barcelona, 08193 Cerdanyola del Vallès, Spain",2
Institut de Biomedicina de la Universitat de Barcelona (IBUB),2
"Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, Spain",2
"Institut d’Investigació Biomèdica Sant Pau, Barcelona, España",2
"ICREA, Passeig Lluís Companys 23, 08010 Barcelona, Spain",2
"Servicio de Neurología, Hospital del Mar, Barcelona, España",2
"Department of Microbiology, Hospital Clinic of Barcelona, Universitat de Barcelona, Barcelona, Spain",2
"Epilepsy Unit, Neurology Department, Hospital Clinic of Barcelona, Barcelona, Spain",2
"Hospital de Viladecans, Barcelona, Spain",2
"Cancer Research Program, IMIM (Hospital del Mar Medical Research Institute), 08003 Barcelona, Spain",2
"Department of Microbiology, CDB, Hospital Clinic, University of Barcelona, Barcelona, Spain",2
"Institut d'Investigacións Biomèdiques August Pi Sunyer (IDIBAPS), Barcelona, Spain",2
"School of Health Sciences, Blanquerna-Ramon Llull University, Barcelona, Spain",2
"ICREA, Institució Catalana de Recerca i Estudis Avançats, Barcelona, Spain",2
"ICREA: Catalan Institution for Research and Advanced Studies, Barcelona, Spain",2
"Institut d’Investigacions Biomèdiques August Pi i Sunyer, Barcelona, Spain",2
"Department of Cardiology, Hospital Txangorritxu, 01009 Vitoria, Spain",2
"ICREA, Pg. Lluís Companys 23, E-08010 Barcelona, Spain",2
"Research Program on Biomedical Informatics (GRIB), Department of Experimental and Health Sciences, Hospital del Mar Medical Research Institute (IMIM), Universitat Pompeu Fabra, Barcelona, Spain",2
"Department of Preventive Medicine and Public Health, University of Granada, 18011 Granada, Spain",2
"Department of Preventive Medicine and Public Health, University of Granada, 18071 Granada, Spain",2
"ICREA, Pg. Lluís Companys 23, 08010, Barcelona, Catalonia, Spain",2
"CIBER de Epidemiología y Salud Pública (CIBERESP), Instituto de Salud Carlos III, 28029, Madrid, Spain",2
"ICREA Institució Catalana de Recerca i Estudis Avançats, Passeig de Lluís Companys, 23, 08010, Barcelona, Spain",2
"Department of Medicine, Universitat de Barcelona, 08007 Barcelona, Spain",2
"CSIC, Global Ecology Unit CREAF-CSIC-UAB, Bellaterra, Catalonia, Spain",2
"CSIC, Cerdanyola del Vallès, Spain",2
"Department of Psychiatry, Navarre Hospital Complex, IdiSNA, Navarre Institute for Health Research, Pamplona, Spain",2
"Department of Medicine, Universitat Pompeu Fabra, Barcelona, Spain",2
"Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology (BIST), 08028 Barcelona, Spain",2
"School of Healthcare Science, Manchester Metropolitan University, Manchester M15 6BH, UK",2
"CIBER de Fisiopatología de la Obesidad y Nutrición, Instituto de Salud Carlos III, Madrid, Spain",2
"Institut de Ciència de Materials de Barcelona (ICMAB-CSIC), Campus UAB, Bellaterra, E-08193 Barcelona, Spain",2
"CSIC - Consejo Superior de Investigaciones Cientificas [España] = Spanish National Research Council [Spain] (Serrano 117, 28006, Madrid - Spain)",2
"Department of Psychiatry, Instituto de Investigación Sanitaria Princesa (IIS-IP), Madrid, Spain",2
"Rhinology Unit & Smell Clinic, ENT Department, Hospital Clinic - Clinical & Experimental Respiratory Immunoallergy, IDIBAPS, CIBERES, Universitat de Barcelona, Barcelona, Spain",2
"Research Unit, Department of Family Medicine, Distrito Sanitario Atención Primaria Sevilla, 41010 Sevilla, Spain",2
"Research Institute of Biomedical and Health Sciences, University of Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Spain",2
"Department of Anaesthesiology, Parc de Salut Mar, Barcelona, Spain",2
"Department of Medicine, Universitat Pompeu Fabra, 08002 Barcelona, Spain",2
"Department of Psychiatry, Universidad Autónoma de Madrid, Madrid, Spain",2
"Department of Allergy, Hospital La Paz Institute for Health Research (IdiPAZ), Madrid, Spain",2
"ICREA, Catalan Institution for Research and Advanced Studies, Barcelona, Spain",2
"Institut d’Investigació Pere Virgili (IISPV), 43204 Reus, Spain",2
"ICREA, Barcelona, Spain.",2
"Department of Psychiatry, Universidad Autonoma de Madrid (UAM), Spain",2
"Campus Docent Sant Joan de Déu Fundació Privada, School of Nursing University of Barcelona  Barcelona Spain",2
"Consorcio de Investigacion Biomedica en Red de Epidemiologia y Salud Publica (CIBERESP), Madrid, Spain",2
"Department of Medicine and Life Sciences, Universitat Pompeu Fabra (UPF), 08003 Barcelona, Spain",2
Complejo Hospitalario de Ourense. CIBERSAM,2
"Department of Medicine and Life Sciences, Universitat Pompeu Fabra (UPF), 08002 Barcelona, Spain",2
"CIBER de Epidemiología y Salud Pública, Instituto de Salud Carlos III, Madrid, Spain",2
"ICREA Pg. Lluis Companys, Catalonia, 08010 Barcelona, Spain",2
"Department of Psychiatry, School of Medicine, University of Oviedo, Instituto de Investigación Sanitaria del Principado de Asturias, Mental Health Services of Principado de Asturias, Biomedical Research Networking Centre in Mental Health (CIBERSAM), Oviedo, Spain",2
"Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology, 08028 Barcelona, Spain",2
"Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology (BIST), 08028 Barcelona, Spain.",2
"Research Group in Nursing Care (GRECI), Hospital del Mar Institute of Medical Research (IMIM), Barcelona 08003, Spain",2
"Research Network on Chronicity, Primary Care and Health Promotion (RICAPPS), Barcelona, Spain",2
"Department of Pharmacology, Therapeutics and Toxicology, Universitat Autònoma de Barcelona (UAB), 08193 Cerdanyola del Vallés, Spain",2
"Intensive Care Department, Hospital Universitari Vall d'Hebron, Vall d'Hebron Institut de Recerca, Barcelona, Spain",2
"Institut d'Investigació Sanitària Pere Virgili (IISPV), Hospital Universitari Sant Joan de Reus, Reus, Spain",2
"Pathology Department, Hospital del Mar, Barcelona, Spain",2
"EpiPHAAN Research Group, School of Health Sciences, University of Málaga - Instituto de Investigación Biomédica en Málaga (IBIMA), Málaga, Spain",2
"EpiPHAAN Research Group, School of Health Sciences, University of Málaga -Instituto de Investigación Biomédica en Málaga (IBIMA), Málaga, Spain",2
"Department of Pharmacology, Therapeutics and Toxicology, Universitat Autònoma de Barcelona (UAB), Cerdanyola del Vallès, Spain",2
"Hospital de Sant Pau, Barcelona, Spain",2
"Epidemiología y Genética Cardiovascular, Grupo REGICOR, Instituto Hospital del Mar de Investigaciones Médicas (IMIM), Barcelona, Spain",2
"Department of Preventive Medicine and Public Health, School of Medicine, University of Navarra, Pamplona, Spain",2
"Department of Preventive Medicine and Public Health, School of Medicine, University of Valencia, 46010, Valencia, Spain",2
"Cardiology Department, Hospital del Mar, 08003 Barcelona, Spain",2
"Servicio de Neurología, Biomedical Research Institute of Girona, Hospital Universitario Doctor Josep Trueta, Girona, España",2
"Institut d'Investigació Sanitària Pere Virgili (IISPV), Tarragona, Spain",2
"CIBER de Epidemiología y Salud Pública (CIBERESP), Barcelona, Spain",2
"Servicio de Neurología, Complejo Hospitalario Universitario de A Coruña, Instituto de Investigación Biomédica A Coruña, A Coruña, España",2
"Department of Pharmacology, Therapeutics and Toxicology, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Spain",2
"Department of Medicine and Life Sciences (MELIS), University Pompeu Fabra, Barcelona, Spain",2
"Department of Neonatology, Service of Pediatrics, Hospital del Mar, Parc de Salut Mar, Universitat Autònoma de Barcelona, Passeig Marítim 25-29, 08003, Barcelona, Spain",2
"Institute of Energy Technologies, Department of Chemical Engineering and Barcelona Research Center in Multiscale Science and Engineering, Universitat Politècnica de Catalunya, EEBE, 08019 Barcelona, Spain",2
"Research Programme on Biomedical Informatics (GRIB), Department of Experimental and Health Sciences of Pompeu Fabra University (UPF)-Hospital del Mar Medical Research Institute (IMIM), 08003 Barcelona, Spain.",2
"Scientific, Statistics and Technical Department, Hospital del Mar-IMIM, Barcelona, Spain",2
"IMIM (Hospital del Mar Medical Research Institute) , Barcelona , Spain",2
Institut d'Investigació Sanitària Pere Virgili (IISPV)  Reus 43204 Spain,2
